SA1_7DIGITCODE_2016	Sex	labourForceParticipation
1133231	M	80.5
1133232	F	72.2
1133232	M	78.2
1133233	F	73.2
1133233	M	72.1
1133234	F	73.8
1133234	M	72.3
1133235	F	73.9
1133235	M	80.1
1133236	F	73.5
1133236	M	77
1133237	F	72.5
1133237	M	76.8
1133238	F	78.2
1133238	M	68.8
1133239	F	79.5
1133239	M	81.8
1133240	F	46.7
1133240	M	52.8
1133241	F	80
1133241	M	71.8
1133242	F	77.6
1133242	M	83.1
1133243	F	74.9
1133243	M	77.2
1133244	F	85.9
1133244	M	84.6
1133245	F	79.4
1133245	M	82.3
1133246	F	65.8
1133246	M	74.4
1133247	F	70.2
1133247	M	78.4
1133248	F	81.1
1133248	M	79.7
1133249	F	71.7
1133249	M	78.2
1133250	F	74.7
1133250	M	76.3
1133251	F	73.5
1133251	M	83.5
1133252	F	49.7
1133252	M	51.6
1133253	F	21.4
1133253	M	20.4
1133254	F	61.1
1133254	M	52.5
1133301	F	71.9
1133301	M	67.6
1133302	F	68.4
1133302	M	71.1
1133303	F	68.2
1133303	M	63.4
1133304	F	71.4
1133304	M	88.4
1133305	F	76
1133305	M	74.7
1133306	F	76.9
1133306	M	79.4
1133307	F	71.9
1133307	M	65.4
1133308	F	66.2
1133308	M	67.5
1133309	F	48.2
1133309	M	46.7
1133310	F	63.3
1133310	M	64.1
1133311	F	65.9
1133311	M	71.2
1133312	F	73.9
1133312	M	66.7
1133313	F	72.4
1133313	M	74.7
1133314	F	74.1
1133314	M	77
1133315	F	75.4
1133315	M	73.8
1133316	F	79.1
1133316	M	81.4
1133317	F	26.2
1133317	M	25.9
1133318	F	81.1
1133318	M	80.7
1133319	F	70.7
1133319	M	74.1
1133320	F	64.9
1133320	M	68.3
1133321	F	50.8
1133321	M	41.8
1133322	F	69.7
1133322	M	74.8
1133323	F	28.8
1133323	M	34.1
1133324	F	43.4
1133324	M	49.4
1133325	F	66.4
1133325	M	70.4
1133326	F	59.6
1133326	M	72.7
1133327	F	25.9
1133327	M	52.6
1133328	F	55.1
1133328	M	56.6
1133329	F	54.9
1133329	M	65.4
1133330	F	74.9
1133330	M	77.3
1133331	F	81
1133331	M	87.6
1133332	F	51.9
1133332	M	73.2
1133333	F	59.9
1133333	M	57.6
1133334	F	68.5
1133334	M	75.3
1133335	F	65.7
1133335	M	70.9
1133336	F	78.3
1133336	M	72.6
1133337	F	32.7
1133337	M	47.5
1133338	F	67.4
1133338	M	71.4
1133339	F	63.4
1133339	M	74.2
1133340	F	62.1
1133340	M	76.3
1133341	F	53.3
1133341	M	63.9
1133342	F	65.7
1133342	M	73.4
1133343	F	71.6
1133343	M	77.8
1133344	F	58.7
1133344	M	61.9
1133345	F	71.9
1133345	M	76.3
1133346	F	80.2
1133346	M	72.8
1133347	F	42.1
1133347	M	59.2
1133348	F	74.2
1133348	M	76.6
1133349	F	73.9
1133349	M	74
1133401	F	50.9
1133401	M	59
1133402	F	68.7
1133402	M	78
1133403	F	69.2
1133403	M	79.3
1133404	F	68
1133404	M	76.4
1133405	F	70.4
1133405	M	66.4
1133406	F	74.8
1133406	M	75.4
1133408	F	74.3
1133408	M	82.8
1133409	F	69.5
1133409	M	85.8
1133410	F	74.6
1133410	M	80.7
1133411	F	63.5
1133411	M	75.7
1133413	F	59.5
1133413	M	63.8
1133416	F	64.3
1133416	M	63.8
1133418	F	78
1133418	M	82.7
1133419	F	68.9
1133419	M	72.1
1133420	F	73.4
1133420	M	92.3
1133421	F	60.6
1133421	M	65.8
1133422	F	71
1133422	M	80.9
1133423	F	75.5
1133423	M	77.2
1133424	F	24.7
1133424	M	32.9
1133425	F	45.6
1133425	M	56.1
1133428	F	51.8
1133428	M	65.6
1133429	F	38.7
1133429	M	51.9
1133430	F	54.4
1133430	M	69.5
1133431	F	66.8
1133431	M	76.6
1133432	F	36.8
1133432	M	44.2
1133433	F	58.9
1133433	M	67.3
1133436	F	62
1133436	M	59.4
1133437	F	58.4
1133437	M	64.9
1133438	F	60
1133438	M	71.3
1133439	F	39
1133439	M	53.8
1133440	F	36.6
1133440	M	39.3
1133441	F	60.2
1133441	M	61.4
1133442	F	63.7
1133442	M	72.2
1133443	F	30.7
1133443	M	50
1133444	F	55.3
1133444	M	58
1133445	F	61.8
1133445	M	69.3
1133446	F	61.8
1133446	M	74.8
1133447	F	70.7
1133447	M	69.9
1133448	F	72.6
1133448	M	79.7
1133449	F	62.3
1133449	M	75.2
1133450	F	71.1
1133450	M	73
1133451	F	72.4
1133451	M	78.2
1133452	F	47.4
1133452	M	48.3
1133453	F	38.3
1133453	M	42.6
1133454	F	65.6
1133454	M	67.7
1133455	F	39.3
1133455	M	45.7
1133501	F	60.6
1133501	M	71.5
1133502	F	69.1
1133502	M	73.4
1133503	F	75.9
1133503	M	76.6
1133504	F	77.8
1133504	M	79.2
1133505	F	74.7
1133505	M	78.3
1133506	F	60.4
1133506	M	66.1
1133507	F	66.7
1133507	M	68.7
1133508	F	62.7
1133508	M	61.9
1133509	F	69.5
1133509	M	75.2
1133510	F	84.3
1133510	M	83
1133511	F	76.9
1133511	M	80.7
1133512	F	49.1
1133512	M	50.9
1133513	F	38.8
1133513	M	45
1133514	F	73.6
1133514	M	75.5
1133515	F	50.4
1133515	M	61.2
1133516	F	69
1133516	M	71.7
1133517	F	62.7
1133517	M	51.7
1133518	F	70.3
1133518	M	75.1
1133519	F	53.4
1133519	M	68.3
1133520	F	45.7
1133520	M	49.6
1133521	F	70.9
1133521	M	73.9
1133522	F	80.5
1133522	M	80.1
1133523	F	62.8
1133523	M	67.5
1133525	F	80
1133525	M	78.5
1133526	F	39.4
1133526	M	56
1133527	F	15.3
1133527	M	19.2
1133528	F	66.3
1133528	M	70.1
1133529	F	72.2
1133529	M	74.5
1133530	F	48.6
1133530	M	56.4
1133531	F	14.7
1133531	M	13.6
1133532	F	75.1
1133532	M	76
1133533	F	73.6
1133533	M	79.8
1133534	F	70.9
1133534	M	72.1
1133536	F	70.5
1133536	M	69.7
1133537	F	71.4
1133537	M	72.1
1133538	F	13.7
1133538	M	21.7
1133539	F	72.2
1133539	M	76.1
1133540	F	56.3
1133540	M	58.5
1133541	F	56.5
1133541	M	69.3
1133542	F	63.6
1133542	M	65.3
1133543	F	76.3
1133543	M	76.3
1133544	F	75.8
1133544	M	75.5
1133601	M	100
1133602	F	73.3
1133602	M	74.9
1133603	F	61
1133603	M	67.7
1133604	F	70.5
1133604	M	73.6
1133605	F	76.4
1133605	M	78.6
1133606	F	50.6
1133606	M	48.4
1133607	F	71.6
1133607	M	70.2
1133608	F	69.9
1133608	M	73.8
1133609	F	8.5
1133609	M	11.9
1133610	F	71.8
1133610	M	75.3
1133611	F	65.8
1133611	M	63.7
1133612	F	74.3
1133612	M	73.3
1133613	F	42.9
1133613	M	67
1133614	F	69.1
1133614	M	73.1
1133615	F	76.6
1133615	M	71.4
1133616	F	68.3
1133616	M	72.3
1133617	F	63.3
1133617	M	52.9
1133618	F	85.6
1133618	M	82.8
1133619	F	60.6
1133619	M	68.2
1133620	F	80.4
1133620	M	79
1133621	F	74.2
1133621	M	77.6
1133622	F	62.8
1133622	M	56.2
1133623	F	66.9
1133623	M	71.7
1133624	F	82.2
1133624	M	85.6
1133625	F	85.9
1133625	M	82.7
1133626	F	70.4
1133626	M	70.7
1133628	F	73.3
1133628	M	74.3
1133629	F	64.2
1133629	M	68.1
1133630	F	82.7
1133630	M	84
1133631	F	77.6
1133631	M	77.3
1133632	F	79.4
1133632	M	70.6
1133633	F	77.2
1133633	M	72.1
1133634	F	78.3
1133634	M	80.1
1133635	F	71.9
1133635	M	72.7
1133636	F	60.3
1133636	M	59.3
1133637	F	71.8
1133637	M	66.3
1133638	F	77.7
1133638	M	76.8
1133701	F	65.3
1133701	M	70.5
1133702	F	65.8
1133702	M	58.2
1133703	F	61.3
1133703	M	69.1
1133704	F	46
1133704	M	48.2
1133705	F	62.3
1133705	M	72.8
1133706	F	60.9
1133706	M	69.6
1133707	F	54.9
1133707	M	57.8
1133708	F	69.6
1133708	M	73.8
1133709	F	50.9
1133709	M	52.1
1133710	F	62.9
1133710	M	70.8
1133711	F	66.5
1133711	M	74
1133713	F	41.9
1133713	M	48.6
1133714	F	50.7
1133714	M	52.2
1133716	F	64.2
1133716	M	70.8
1133717	F	53.8
1133717	M	62.1
1133718	F	63.1
1133718	M	70.1
1133719	F	66.9
1133719	M	74.9
1133720	M	31.3
1133722	F	57.3
1133722	M	69.2
1133723	F	38.4
1133723	M	58.4
1133724	F	54.3
1133724	M	73.8
1133725	F	62.8
1133725	M	85.7
1133726	F	57.1
1133726	M	62.3
1133727	F	39.8
1133727	M	48
1133728	F	32
1133728	M	39.3
1133729	F	52
1133729	M	67.4
1133730	F	78.4
1133730	M	48.6
1133733	F	56.6
1133733	M	60.8
1133734	F	64.6
1133734	M	72.8
1133735	F	68.9
1133735	M	71.5
1133736	F	70.8
1133736	M	73.4
1133737	F	65.5
1133737	M	76.7
1133738	F	69.4
1133738	M	73.5
1133740	F	65.2
1133740	M	64.4
1133743	F	50.3
1133743	M	60.1
1133744	F	62.1
1133744	M	70.2
1133746	F	59.2
1133746	M	67.4
1133747	F	67.9
1133747	M	76.2
1133748	F	59.8
1133748	M	74.8
1133749	F	48.4
1133749	M	55
1133751	F	48
1133751	M	52.4
1133752	F	30.5
1133752	M	47
1133753	F	30
1133754	F	48.4
1133754	M	62.2
1133755	F	60
1133755	M	33.7
1133756	F	50.5
1133756	M	57.6
1133758	F	59.6
1133758	M	71.3
1133759	F	58.3
1133759	M	60.6
1133760	F	53.1
1133760	M	63.3
1133761	F	54.5
1133761	M	74
1133801	F	23.4
1133801	M	22.8
1133802	F	12.7
1133802	M	17.4
1133803	F	64.7
1133803	M	74
1133804	F	43.2
1133804	M	45.8
1133805	F	33
1133805	M	42.3
1133806	F	26.7
1133806	M	25.9
1133808	F	78.3
1133808	M	73.1
1133809	F	76
1133809	M	86.7
1133810	F	72.4
1133810	M	77.4
1133811	F	63.9
1133811	M	78.6
1133812	F	55.1
1133812	M	57.7
1133813	F	61.5
1133813	M	73.4
1133814	F	69.5
1133814	M	73.8
1133815	F	49.1
1133815	M	56.9
1133816	F	86.5
1133816	M	85.3
1133817	F	73.7
1133817	M	78
1133818	F	84.4
1133818	M	85
1133819	F	71.4
1133819	M	68.7
1133821	F	46.2
1133821	M	55.3
1133822	F	68.8
1133822	M	75
1133823	F	62.5
1133823	M	70.8
1133824	F	52.4
1133824	M	64.5
1133825	F	71.3
1133825	M	73.6
1133826	F	52.7
1133826	M	59.9
1133827	F	47.8
1133827	M	58.5
1133828	F	72.6
1133828	M	76.3
1133829	F	71.6
1133829	M	75.9
1133830	F	48.3
1133830	M	50.2
1133831	F	71.7
1133831	M	72.3
1133832	F	68.9
1133832	M	72.7
1133833	F	75.2
1133833	M	92.4
1133834	F	85.4
1133834	M	84.6
1133835	F	76.4
1133835	M	71.5
1133836	F	76.3
1133836	M	83.8
1133837	F	39.7
1133837	M	46.2
1133838	F	12.6
1133838	M	11.4
1133839	F	29.4
1133839	M	28.9
1133840	F	35.5
1133840	M	45.7
1133841	F	28.8
1133841	M	36.3
1133842	F	38.9
1133842	M	42.4
1133843	F	64.1
1133843	M	68.7
1133844	F	58.7
1133844	M	63.6
1133845	F	61.4
1133845	M	65.6
1133846	F	59.6
1133846	M	66
1133847	F	60.5
1133847	M	66.9
1133901	F	64.8
1133901	M	81.6
1133902	F	69.7
1133902	M	71.5
1133903	F	59.8
1133903	M	63.5
1133904	F	70.8
1133904	M	77.2
1133905	F	57.4
1133905	M	70.9
1133906	F	71.6
1133906	M	78.5
1133907	F	60.5
1133907	M	67.2
1133908	F	66.2
1133908	M	68.4
1133910	F	64.2
1133910	M	68.1
1133911	F	62.1
1133911	M	72
1133912	F	65.9
1133912	M	72.5
1133913	F	62.7
1133913	M	79.5
1133914	F	68.7
1133914	M	72.9
1133915	F	69.4
1133915	M	79.4
1133917	F	72.7
1133917	M	73.1
1133918	F	58.6
1133918	M	74.7
1133919	F	71.7
1133919	M	78.4
1133920	F	69.9
1133920	M	74.1
1133921	F	63.8
1133921	M	69.6
1133922	F	70
1133922	M	73.6
1133923	F	49.8
1133923	M	56.9
1133924	F	62.8
1133924	M	63.5
1133925	F	69.6
1133925	M	74.8
1133926	F	68
1133926	M	79.2
1133927	F	64.4
1133927	M	71.7
1133928	F	56.3
1133928	M	79
1133929	F	68.2
1133929	M	68.1
1133930	F	66.7
1133930	M	78.4
1133931	F	70.7
1133931	M	71.4
1133932	F	66.7
1133932	M	71
1133933	F	64.5
1133933	M	68.3
1133934	F	67.6
1133934	M	75.1
1133935	F	62.5
1133935	M	70.3
1133936	F	68.7
1133936	M	70
1133937	F	76.2
1133937	M	80.1
1133938	F	79.3
1133938	M	72.5
1133939	F	73.2
1133939	M	83.4
1133940	F	68.6
1133940	M	68.6
1133941	F	60.7
1133941	M	68.7
1133942	F	68
1133942	M	70
1133943	F	64.8
1133943	M	72.4
1133944	F	73
1133944	M	73.8
1133945	F	72
1133945	M	72.3
1133946	F	66.4
1133946	M	71.4
1133947	F	68.2
1133947	M	75.2
1134001	F	57.6
1134001	M	57.1
1134002	F	69.4
1134002	M	71.9
1134003	F	72
1134003	M	77.6
1134004	F	70
1134004	M	75.8
1134005	F	62.9
1134005	M	66.7
1134006	F	69.9
1134006	M	68.5
1134007	F	63.5
1134007	M	73
1134008	F	72.3
1134008	M	67.1
1134009	F	74.9
1134009	M	76.9
1134010	F	73.5
1134010	M	76.5
1134011	F	59.3
1134011	M	63.1
1134012	F	67.3
1134012	M	71.1
1134013	F	74.1
1134013	M	81
1134014	F	74.8
1134014	M	76.7
1134015	F	68.7
1134015	M	77.6
1134016	F	61.7
1134016	M	68.4
1134017	F	61.3
1134017	M	70
1134018	F	68.3
1134018	M	75.7
1134019	F	65.9
1134019	M	69.7
1134020	F	71.4
1134020	M	79.6
1134021	F	60.3
1134021	M	72.2
1134022	F	71.7
1134022	M	73.3
1134023	F	73.7
1134023	M	71.3
1134024	F	61.2
1134024	M	60.2
1134025	F	66.1
1134025	M	70.7
1134026	F	64.3
1134026	M	73.5
1134027	F	60.6
1134027	M	75.2
1134028	F	67.1
1134028	M	78.8
1134029	F	63.2
1134029	M	71.5
1134030	F	77.8
1134030	M	78.2
1134031	F	69.9
1134031	M	77.5
1134032	F	65.5
1134032	M	72.9
1134033	F	60.7
1134033	M	73.2
1134035	F	39.1
1134035	M	55.3
1134036	F	70.1
1134036	M	74.6
1134037	F	65.3
1134037	M	80.4
1134038	F	75.4
1134038	M	78.1
1134039	F	69.7
1134039	M	81.6
1134040	F	65.4
1134040	M	76.9
1134041	F	64.3
1134041	M	71.1
1134042	F	71.6
1134042	M	79.1
1134043	F	63.2
1134043	M	68.5
1134044	F	67.6
1134044	M	76.2
1134045	F	62.7
1134045	M	73
1134047	F	68.8
1134047	M	77.9
1134101	F	72.1
1134101	M	74.6
1134102	F	37.5
1134102	M	48.4
1134103	F	73.5
1134103	M	76
1134104	F	66.2
1134104	M	74.6
1134105	F	68
1134105	M	66
1134106	F	57.7
1134106	M	60.8
1134107	F	62.3
1134107	M	70.1
1134108	F	64.5
1134108	M	67.7
1134109	F	60.9
1134109	M	60
1134110	F	67.9
1134110	M	66.5
1134111	F	44
1134111	M	59
1134112	F	62.1
1134112	M	74.9
1134113	F	75.4
1134113	M	84.3
1134114	F	35.9
1134114	M	45.9
1134115	F	68.8
1134115	M	80.5
1134116	F	57.5
1134116	M	61.8
1134117	F	50.8
1134117	M	66.3
1134118	F	63.8
1134118	M	67.9
1134119	F	46.1
1134119	M	59.6
1134120	F	74.5
1134120	M	80.9
1134121	F	70.5
1134121	M	72.3
1134122	F	36.4
1134122	M	36.5
1134123	F	65.3
1134123	M	77.6
1134124	F	65.2
1134124	M	70.6
1134125	F	67.4
1134125	M	75.4
1134126	F	58.4
1134126	M	64.8
1134127	F	66.9
1134127	M	69.9
1134128	F	66.4
1134128	M	73.6
1134129	F	60.1
1134129	M	70.6
1134130	F	56
1134130	M	68.5
1134131	F	70.1
1134131	M	68.5
1134132	F	67.2
1134132	M	77.1
1134133	F	61.5
1134133	M	64.8
1134134	F	68.4
1134134	M	61.8
1134135	F	58.2
1134135	M	67.1
1134137	F	58.5
1134137	M	72.7
1134138	F	38.8
1134138	M	54.1
1134139	F	53.9
1134139	M	46.2
1134301	F	46
1134301	M	61.9
1134302	F	46.7
1134302	M	58.4
1134303	F	50.6
1134303	M	61.3
1134304	F	52.5
1134304	M	68.1
1134305	F	40.7
1134305	M	54.7
1134306	F	55.2
1134306	M	63.6
1134307	F	56.4
1134307	M	68.2
1134308	F	57.4
1134308	M	64.2
1134309	F	60.2
1134309	M	73.1
1134310	F	36.8
1134310	M	54.8
1134311	F	55.5
1134311	M	78.6
1134312	F	51.2
1134312	M	68.3
1134313	F	47.2
1134313	M	70.3
1134314	F	51.1
1134314	M	64.5
1134315	F	39.6
1134315	M	32.9
1134316	F	56
1134316	M	77
1134317	F	63.4
1134317	M	69
1134318	F	42.5
1134318	M	52.6
1134319	F	57.1
1134319	M	70
1134320	F	68.8
1134320	M	78.4
1134321	F	67.7
1134321	M	69.6
1134322	F	70.8
1134322	M	80.8
1134323	F	58.7
1134323	M	70.2
1134324	F	69.5
1134324	M	72.7
1134325	F	55.8
1134325	M	66.9
1134326	F	62.5
1134326	M	65.3
1134327	F	64
1134327	M	79.8
1134328	F	59.8
1134328	M	66
1134329	F	49.3
1134329	M	60.3
1134330	F	69.6
1134330	M	76.1
1134331	F	55.1
1134331	M	72.9
1134332	F	69.1
1134332	M	71.1
1134333	F	61.9
1134333	M	71.7
1134334	F	64
1134334	M	64.5
1134335	F	66.8
1134335	M	74.3
1134336	F	53.1
1134336	M	68.7
1134337	F	62.8
1134337	M	62.7
1134338	F	55.7
1134338	M	58.7
1134339	F	55.6
1134339	M	74.7
1134340	F	59.5
1134340	M	70.8
1134341	F	53.3
1134341	M	70.3
1134342	F	52.4
1134342	M	68.8
1134343	F	69.3
1134343	M	78.4
1134344	F	50
1134344	M	71.1
1134345	F	57.4
1134345	M	71.2
1134346	F	62.9
1134346	M	74.1
1134347	F	62.7
1134347	M	69
1134348	F	55.2
1134348	M	71.4
1134349	F	44.9
1134349	M	61.3
1134350	F	63.9
1134350	M	73.7
1134351	F	56.2
1134351	M	71.9
1134352	F	42.3
1134352	M	62.3
1134353	F	61.6
1134353	M	71.8
1134354	F	45
1134354	M	59.9
1134355	F	57.4
1134355	M	69.9
1134356	F	67.8
1134356	M	69.7
1134357	F	59.4
1134357	M	72.3
1134401	F	62.6
1134401	M	76.9
1134402	F	56.7
1134402	M	65
1134403	F	67
1134403	M	72.5
1134404	F	69.9
1134404	M	80.3
1134405	F	68.6
1134405	M	78.2
1134406	F	65.4
1134406	M	79.3
1134407	F	62.6
1134407	M	67.7
1134408	F	68.8
1134408	M	70.4
1134409	F	65.7
1134409	M	79.5
1134410	F	61.3
1134410	M	77.1
1134411	F	52.8
1134411	M	60
1134412	F	54.9
1134412	M	76.6
1134413	F	62.6
1134413	M	80
1134414	F	55.7
1134414	M	73.5
1134415	F	47.6
1134415	M	68.9
1134416	F	44.8
1134416	M	70.3
1134417	F	53.2
1134417	M	69
1134418	F	53.5
1134418	M	70.7
1134419	F	61.1
1134419	M	70.1
1134420	F	70.8
1134420	M	79.5
1134421	F	65.5
1134421	M	71.9
1134422	F	63.7
1134422	M	73.7
1134423	F	55.8
1134423	M	61.6
1134424	F	57
1134424	M	72.6
1134501	F	77.8
1134501	M	73.4
1134502	F	69.1
1134502	M	76.8
1134503	F	62.9
1134503	M	71.1
1134504	F	72.9
1134504	M	83
1134505	F	69.3
1134505	M	67.6
1134506	F	67.6
1134506	M	72.1
1134507	F	68.9
1134507	M	75.4
1134508	F	74.7
1134508	M	77.4
1134509	F	70.8
1134509	M	76.9
1134510	F	66.9
1134510	M	68.2
1134511	F	60.9
1134511	M	70.9
1134512	F	66.3
1134512	M	73.3
1134513	F	71.1
1134513	M	77.7
1134514	F	57.1
1134514	M	25
1134516	F	62.7
1134516	M	73.4
1134517	F	65.7
1134517	M	76.9
1134518	F	70.4
1134518	M	84.1
1134519	F	50.2
1134519	M	61.6
1134520	F	75.4
1134520	M	79
1134521	F	70.2
1134521	M	79.9
1134522	F	83.3
1134522	M	100
1134523	F	67.6
1134523	M	79.9
1134524	F	71
1134524	M	74.9
1134525	F	75.4
1134525	M	77.9
1134526	F	67.3
1134526	M	73.4
1134527	F	72.3
1134527	M	78.3
1134528	F	62.5
1134528	M	65.9
1134529	F	68.4
1134529	M	73.7
1134530	F	69.7
1134530	M	68.3
1134531	F	72
1134531	M	73.2
1134532	F	35.4
1134532	M	56.7
1134533	F	63.3
1134533	M	68.8
1134534	F	67.6
1134534	M	67.8
1134535	F	65.4
1134535	M	65.3
1134536	F	64.4
1134536	M	72.7
1134537	F	72.3
1134537	M	73.2
1134601	F	58
1134601	M	65.9
1134602	F	44.7
1134602	M	74.4
1134603	F	66.4
1134603	M	74.6
1134604	F	50
1134604	M	65.5
1134605	F	40.9
1134605	M	62.6
1134606	F	44
1134606	M	74.9
1134608	F	37.8
1134608	M	56.7
1134609	F	26.1
1134609	M	61.9
1134610	F	62.9
1134610	M	80
1134612	F	60
1134612	M	67.1
1134613	F	50.8
1134613	M	61.8
1134614	F	54.2
1134614	M	64.9
1134615	F	59.7
1134615	M	69.3
1134616	F	54.7
1134616	M	68.8
1134617	F	58.6
1134617	M	64.8
1134618	F	43.7
1134618	M	62.6
1134619	F	30
1134619	M	44.4
1134620	F	61.6
1134620	M	70.9
1134621	F	45.5
1134621	M	65.6
1134622	F	53.5
1134622	M	69
1134623	F	58.3
1134623	M	69.5
1134624	F	44.1
1134624	M	62.7
1134625	F	55
1134625	M	65.5
1134626	F	59
1134626	M	67.3
1134627	F	64.9
1134627	M	73.2
1134628	F	58.2
1134628	M	68
1134629	F	59.2
1134629	M	82
1134630	F	50
1134630	M	72
1134631	F	41.2
1134631	M	60.2
1134632	F	66.9
1134632	M	62.8
1134701	F	56.3
1134701	M	69.3
1134702	F	54.1
1134702	M	67.8
1134703	F	21.7
1134703	M	30.1
1134704	F	50.6
1134704	M	63.8
1134705	F	54.9
1134705	M	68.8
1134706	F	60.1
1134706	M	73.4
1134707	F	66.1
1134707	M	69.5
1134708	F	56.6
1134708	M	71.2
1134709	F	61.7
1134709	M	76.3
1134710	F	70.4
1134710	M	80
1134711	F	53.7
1134711	M	69.4
1134712	F	61.3
1134712	M	68.3
1134713	F	50
1134713	M	61.7
1134714	F	70.7
1134714	M	72
1134715	F	64.3
1134715	M	74.2
1134716	F	62.4
1134716	M	72.5
1134717	F	69.4
1134717	M	81.4
1134801	F	70.6
1134801	M	73.9
1134802	F	72.2
1134802	M	73.5
1134803	F	70.5
1134803	M	74.5
1134804	F	28.9
1134804	M	31.8
1134805	F	67.8
1134805	M	70.9
1134806	F	70.8
1134806	M	75.1
1134807	F	77.7
1134807	M	81.7
1134808	F	66.7
1134808	M	76.5
1134809	F	69
1134809	M	72.7
1134810	F	74.1
1134810	M	84.2
1134811	F	70.1
1134811	M	80
1134812	F	70.1
1134812	M	76.6
1134813	F	74.3
1134813	M	80.1
1134814	F	69
1134814	M	74.7
1134815	F	69.3
1134815	M	69.2
1134816	F	72.2
1134816	M	82.6
1134817	F	63.2
1134817	M	67.2
1134818	F	64.4
1134818	M	71.2
1134819	F	73.3
1134819	M	78.5
1134820	F	73.4
1134820	M	74.1
1134821	F	64.5
1134821	M	68.6
1134822	F	63.5
1134822	M	75
1134823	F	60.2
1134823	M	65
1134824	F	68.5
1134824	M	71.3
1134825	F	66.9
1134825	M	70.4
1134826	F	68.9
1134826	M	81.6
1134827	F	18
1134827	M	16.8
1134828	F	72.6
1134828	M	66.7
1134829	F	65.8
1134829	M	65.2
1134830	F	73.9
1134830	M	77
1134831	F	66.5
1134831	M	80
1134832	F	71.9
1134832	M	79.4
1134833	F	63.4
1134833	M	59.4
1134834	F	78.9
1134834	M	80
1134835	F	73.8
1134835	M	73.6
1134836	F	68.4
1134836	M	81.1
1134837	F	61.9
1134837	M	53.3
1134838	F	80.6
1134838	M	79.9
1134839	F	74.8
1134839	M	75.7
1134840	F	76.2
1134840	M	75.1
1134841	F	69.2
1134841	M	77.2
1134842	F	68.9
1134842	M	82.3
1134843	F	75
1134843	M	78.2
1134844	F	72.8
1134844	M	74.6
1134845	F	70.5
1134845	M	71
1134846	F	71.8
1134846	M	80.5
1134847	F	74.1
1134847	M	76.4
1134848	F	60.9
1134848	M	53.4
1134849	F	77.3
1134849	M	77.6
1134850	F	81.3
1134850	M	78.8
1134851	F	60.8
1134851	M	66.2
1134852	F	69
1134852	M	71.8
1134853	F	64.4
1134853	M	73.4
1134854	F	65
1134854	M	72.8
1134855	F	63.2
1134855	M	79
1134856	F	60.4
1134856	M	62.9
1134857	F	60.5
1134857	M	66.9
1134858	F	75
1134858	M	79.4
1134859	F	23.5
1134859	M	21.1
1134860	F	66.7
1134860	M	78.4
1135001	F	49.1
1135001	M	52.9
1135002	F	63
1135002	M	71.9
1135003	F	52.7
1135003	M	59.5
1135004	F	63.4
1135004	M	68.3
1135006	F	59.3
1135006	M	65.5
1135007	F	30.6
1135007	M	25.6
1135008	F	64.6
1135008	M	70.6
1135009	F	70.1
1135009	M	78.8
1135010	F	49.4
1135010	M	69.8
1135011	F	56.5
1135011	M	63.8
1135012	F	55.7
1135012	M	66.3
1135013	F	23.3
1135013	M	29.9
1135014	F	58
1135014	M	60
1135015	F	60.8
1135015	M	66.9
1135017	F	33.8
1135017	M	39.4
1135018	F	61
1135018	M	69.5
1135019	F	54.8
1135019	M	58.8
1135020	F	39
1135020	M	51.4
1135021	F	57.8
1135021	M	62.2
1135022	F	55.3
1135022	M	67.5
1135023	F	58.3
1135023	M	68.4
1135024	M	100
1135025	F	35.1
1135025	M	36.1
1135026	M	100
1135027	F	65.2
1135027	M	67.4
1135028	F	34.8
1135028	M	1.4
1135029	F	58.2
1135029	M	67
1135030	F	58.8
1135030	M	72.7
1135031	F	13.1
1135031	M	15.9
1135032	F	42.5
1135032	M	41.1
1135033	F	51.7
1135033	M	57.2
1135034	F	69.7
1135034	M	73.1
1135035	F	45.4
1135035	M	49.7
1135036	F	54
1135036	M	63.1
1135037	F	62.1
1135037	M	64.9
1135038	F	57.5
1135038	M	58.9
1135039	F	61.8
1135039	M	71.6
1135040	F	57.1
1135040	M	59.6
1135041	F	59.1
1135041	M	73.2
1135042	F	71.8
1135042	M	74.5
1135043	F	60.3
1135043	M	66.4
1135044	F	63.1
1135044	M	71.7
1135047	F	56.6
1135047	M	62.2
1135048	F	50.2
1135048	M	59.4
1135049	F	66
1135049	M	67.9
1135050	F	68.5
1135050	M	75.3
1135051	F	56.5
1135051	M	65.1
1135052	F	49.1
1135052	M	62.1
1135053	F	64.5
1135053	M	65.9
1135054	F	60.5
1135054	M	68.1
1135055	F	51.3
1135055	M	66
1135056	F	65
1135056	M	71.2
1135057	F	54.8
1135057	M	69
1135401	F	53.9
1135401	M	62.2
1135402	F	51.5
1135402	M	69
1135403	F	42.3
1135403	M	58.5
1135404	F	50.3
1135404	M	51.6
1135405	F	44.6
1135405	M	58.6
1135406	F	48
1135406	M	54.6
1135407	F	48.9
1135407	M	55.1
1135408	F	38
1135408	M	63.1
1135409	F	42
1135409	M	50.3
1135410	F	36.8
1135410	M	56.4
1135411	F	43
1135411	M	61.6
1135412	F	25.1
1135412	M	43.9
1135413	F	47.9
1135413	M	60.8
1135414	F	52.8
1135414	M	71.1
1135415	F	53
1135415	M	68.3
1135417	F	47.4
1135417	M	60.3
1135418	F	52.9
1135418	M	70.2
1135419	F	41.7
