SA1_7DIGITCODE_2016	Sex	unemployment
1104514	F	8.9
1104514	M	12.3
1104515	F	11.3
1104515	M	8.1
1104516	F	12.8
1104516	M	10.5
1104517	F	6.7
1104517	M	7.7
1104518	F	8.3
1104518	M	5.4
1104519	F	11.3
1104519	M	3.3
1104521	F	11.4
1104521	M	12.1
1104522	F	11
1104522	M	16.2
1104523	M	8.5
1104524	F	17.5
1104524	M	7
1104601	F	8.5
1104601	M	12.7
1104602	F	13.6
1104602	M	12.5
1104603	F	9.6
1104603	M	5.1
1104604	F	11.9
1104604	M	9.9
1104605	F	6.7
1104605	M	9.8
1104606	F	9.8
1104606	M	7.9
1104607	F	12.7
1104607	M	9.9
1104608	F	12.9
1104608	M	10.6
1104609	F	11.3
1104609	M	6
1104610	F	13.5
1104610	M	22
1104611	F	14.8
1104612	F	12.1
1104614	F	7.5
1104614	M	9
1104615	F	4.7
1104615	M	11
1104616	F	5.9
1104616	M	10.3
1104617	F	8.1
1104617	M	10.2
1104618	F	6.2
1104618	M	4.3
1104619	F	9.3
1104619	M	11.9
1104620	F	13.3
1104620	M	17.9
1104621	F	13
1104621	M	7.8
1104622	F	9.4
1104622	M	9.8
1104624	F	4.6
1104624	M	6.3
1104625	F	10
1104625	M	7
1104701	F	3.6
1104701	M	3.4
1104702	F	4.3
1104702	M	6
1104704	F	10.1
1104704	M	6.3
1104705	F	4.2
1104705	M	2
1104706	F	8.6
1104706	M	4.8
1104707	F	3.7
1104707	M	14.3
1104708	F	9
1104708	M	5.6
1104709	F	4.2
1104709	M	2.2
1104710	F	16.7
1104711	F	15.1
1104711	M	12.1
1104712	M	6
1104713	F	8.9
1104713	M	3.1
1104714	F	8.9
1104715	F	6.9
1104715	M	2.2
1104716	F	7.7
1104716	M	10.1
1104717	F	4.7
1104717	M	5.7
1104718	F	7.5
1104718	M	11.5
1104719	F	7.7
1104719	M	5.7
1104721	M	2.6
1104722	F	5.5
1104722	M	4.4
1104723	F	6.5
1104723	M	6.1
1104724	F	3.1
1104724	M	10.4
1104725	F	6.3
1104725	M	4.6
1104726	F	3.1
1104726	M	3.2
1104727	F	10.3
1104727	M	6.3
1104728	F	5
1104728	M	4.3
1104729	F	8.6
1104729	M	3.2
1104730	M	5.8
1104731	F	8.8
1104731	M	7.4
1104732	F	2.5
1104732	M	9.9
1104733	F	8.8
1104734	F	5.2
1104734	M	7.1
1104735	F	7.1
1104735	M	2.2
1104736	F	4.8
1104736	M	5.8
1104801	F	19
1104801	M	11.7
1104802	F	8
1104802	M	2.9
1104803	F	8.7
1104803	M	6.7
1104804	F	5.2
1104804	M	5.7
1104805	F	5.5
1104805	M	5
1104806	F	5.9
1104806	M	14.3
1104807	F	9.9
1104807	M	6.1
1104808	F	11.9
1104808	M	10.4
1104809	F	11.6
1104809	M	6.9
1104810	F	5.9
1104810	M	6.6
1104811	F	7.6
1104811	M	12.3
1104812	F	10.3
1104812	M	11.2
1104813	F	8.6
1104813	M	10.8
1104814	F	10.9
1104814	M	9.5
1104815	F	14.9
1104815	M	15.9
1104816	F	17.3
1104816	M	14.1
1104817	F	12.2
1104817	M	11.1
1104818	F	15.1
1104818	M	9
1104819	F	4.6
1104819	M	9.1
1104820	F	14.9
1104820	M	6.7
1104821	F	13.7
1104821	M	7.5
1104822	F	10
1104822	M	6.1
1104823	F	6
1104823	M	12.8
1104824	F	4.8
1104824	M	6
1104825	F	8.9
1104825	M	10.1
1104826	F	14.3
1104826	M	5.3
1104827	F	15.1
1104827	M	7
1104828	F	8.3
1104828	M	6
1104829	F	15.2
1104829	M	13.8
1104830	F	20.4
1104830	M	11.1
1104831	F	2.8
1104831	M	7
1104832	F	2.9
1104832	M	2.4
1104833	F	9.2
1104833	M	15.8
1104834	F	6.5
1104834	M	12.3
1104835	F	7
1104835	M	13.2
1104836	F	6.5
1104836	M	6.3
1104837	F	8
1104837	M	8.8
1104838	F	6.3
1104838	M	8.8
1104840	M	6.2
1104841	F	5.5
1104841	M	11.1
1104842	F	10.4
1104842	M	12
1104843	F	16.7
1104843	M	5.8
1104844	F	8.3
1104844	M	9.6
1104845	F	14.1
1104845	M	14.3
1104846	F	5.3
1104846	M	5.9
1104847	F	11.1
1104847	M	5.8
1104848	F	8.6
1104848	M	4
1104849	M	18.8
1104901	F	4.4
1104902	F	6.2
1104903	F	2.7
1104903	M	2.8
1104904	F	4
1104904	M	4.4
1104905	F	3.8
1104905	M	4.2
1104906	F	5.3
1104910	F	4.4
1104910	M	6
1105001	F	7.4
1105001	M	7.2
1105002	F	12.3
1105002	M	6.2
1105003	F	4
1105003	M	9.6
1105004	F	5.1
1105004	M	12.9
1105005	F	4.9
1105005	M	3.9
1105006	F	11.8
1105006	M	13
1105007	F	5.4
1105007	M	4.5
1105008	F	8.8
1105008	M	3
1105009	F	4.5
1105009	M	5.8
1105010	F	5.4
1105010	M	5
1105011	F	5.9
1105011	M	9.7
1105012	F	8.3
1105012	M	11
1105013	F	13.3
1105013	M	5.4
1105015	F	5.8
1105015	M	13.3
1105017	M	8.6
1105018	F	3.8
1105018	M	8
1105019	F	7.6
1105019	M	5.6
1105020	M	21.4
1105021	M	29.4
1105022	F	12.9
1105022	M	11.1
1105024	F	5.6
1105024	M	5.3
1105025	F	7.8
1105025	M	15.6
1105026	F	7.2
1105026	M	10.5
1105028	M	6.1
1105101	F	8.5
1105101	M	4.8
1105102	F	3.7
1105102	M	11.2
1105103	F	6.2
1105103	M	8.5
1105106	F	2.6
1105106	M	5.4
1105107	M	10.3
1105108	F	2.5
1105108	M	5.2
1105109	F	15.9
1105109	M	4.1
1105110	F	5
1105110	M	2.9
1105111	M	9.6
1105112	F	6.5
1105113	F	4.3
1105113	M	5.9
1105116	M	7.9
1105201	F	6.3
1105201	M	6.9
1105202	F	6.6
1105202	M	3.7
1105203	F	5.1
1105203	M	12
1105204	F	2.3
1105204	M	5.6
1105205	F	11
1105205	M	6.9
1105206	F	10.3
1105206	M	5.7
1105207	F	3.4
1105207	M	18.9
1105208	F	12.2
1105208	M	4.2
1105209	M	3.2
1105210	F	12.7
1105210	M	13.6
1105213	F	13.6
1105213	M	13.6
1105214	F	9.7
1105214	M	10.3
1105215	F	6.9
1105215	M	15.8
1105216	F	13.5
1105216	M	10.1
1105301	F	15.3
1105301	M	11.3
1105302	F	7.7
1105302	M	6.5
1105303	F	4.2
1105303	M	6.6
1105304	F	5.8
1105304	M	9.9
1105305	F	2.6
1105305	M	6.8
1105306	F	6.9
1105306	M	5.4
1105307	F	12.7
1105307	M	15.6
1105308	F	3.9
1105308	M	7.6
1105309	F	6
1105309	M	3.6
1105310	F	9.7
1105310	M	4.1
1105311	F	8.8
1105311	M	9.6
1105313	F	5.4
1105313	M	6.3
1105314	F	3.6
1105314	M	4.5
1105315	F	7.9
1105315	M	4.9
1105316	F	5
1105316	M	3.7
1105317	F	17.3
1105317	M	7.9
1105318	F	18.3
1105318	M	8.6
1105319	M	9.1
1105320	F	5.7
1105320	M	12.9
1105321	F	4.7
1105321	M	3.4
1105324	F	4.9
1105324	M	3.2
1105325	F	4.5
1105325	M	5.3
1105326	F	5.2
1105326	M	4.1
1105327	F	11.9
1105327	M	16.9
1105328	F	15.6
1105328	M	12.5
1105329	F	20.8
1105329	M	11.7
1105330	F	9.6
1105330	M	8
1105331	F	20.4
1105331	M	10.2
1105332	F	8.3
1105332	M	9
1105333	M	11.9
1105334	F	14.3
1105334	M	13.5
1105335	F	12.3
1105335	M	4.4
1105336	M	5.2
1105337	F	6.7
1105337	M	10
1105401	F	5
1105401	M	8
1105402	F	6.5
1105402	M	12.9
1105403	F	18.2
1105403	M	16.9
1105404	F	19.6
1105404	M	16.9
1105405	M	8.5
1105406	F	12.5
1105406	M	11.9
1105407	F	3.5
1105407	M	4.8
1105408	F	9.7
1105408	M	4.5
1105409	F	8
1105409	M	9.1
1105410	F	4.5
1105410	M	5.7
1105411	F	3.3
1105411	M	12.2
1105412	F	5.2
1105412	M	4.6
1105413	F	10
1105413	M	9.9
1105414	F	3.9
1105414	M	4.2
1105417	F	5.4
1105417	M	6.1
1105418	F	8.2
1105418	M	5.2
1105419	F	14.7
1105419	M	9.6
1105420	F	17.7
1105420	M	12.5
1105421	F	12
1105421	M	4.4
1105422	F	13.1
1105422	M	10.2
1105423	F	4
1105423	M	6.4
1105424	F	5.2
1105424	M	4.4
1105501	F	5.1
1105501	M	11.8
1105502	F	5.6
1105502	M	8.3
1105503	F	8.5
1105503	M	3.5
1105505	F	4.5
1105505	M	3.3
1105506	F	5.8
1105506	M	6.3
1105507	F	4.7
1105507	M	5.3
1105508	F	14.6
1105508	M	8.6
1105509	F	2.9
1105509	M	4.2
1105511	F	8.8
1105511	M	5.1
1105512	F	7.1
1105512	M	11.8
1105513	F	8.7
1105513	M	8
1105514	F	7.7
1105514	M	4.2
1105601	F	4
1105601	M	6
1105602	F	4.7
1105602	M	3.7
1105603	F	6.7
1105603	M	3.2
1105604	F	8.6
1105604	M	5.8
1105605	F	2
1105605	M	3.8
1105606	F	9.6
1105606	M	10.6
1105607	F	6
1105607	M	6.2
1105608	F	5.3
1105608	M	6.2
1105609	F	2.9
1105609	M	12.6
1105612	F	5.3
1105612	M	8.2
1105613	F	8.1
1105613	M	5.4
1105614	F	6.7
1105614	M	10.2
1105615	F	6.9
1105615	M	2.7
1105617	F	7.7
1105617	M	7.2
1105618	F	5.3
1105618	M	2.5
1105620	M	6.3
1105622	F	6.3
1105622	M	4.4
1105623	F	6.5
1105623	M	4
1105624	F	4.3
1105624	M	8.9
1105625	F	7.7
1105625	M	3.9
1105626	F	7.1
1105626	M	10.3
1105627	F	6.3
1105627	M	8.5
1105628	F	9.4
1105628	M	1.6
1105629	F	9.1
1105629	M	8.2
1105630	F	3.2
1105630	M	10
1105631	F	6.5
1105631	M	2.4
1105632	F	12.5
1105632	M	5.7
1105633	F	4.8
1105633	M	8.4
1105701	F	7
1105701	M	2.1
1105702	F	10
1105702	M	4.6
1105703	F	5
1105703	M	7.8
1105704	F	2.8
1105704	M	8.9
1105706	F	17.8
1105706	M	14.2
1105707	F	5.4
1105707	M	14.4
1105708	F	5.1
1105708	M	8.6
1105709	F	5.6
1105709	M	3.5
1105710	F	13.5
1105710	M	22
1105711	F	4
1105711	M	5.5
1105712	F	21.1
1105712	M	18.7
1105713	F	21.4
1105713	M	20.5
1105714	F	4.4
1105714	M	3.6
1105715	F	16.7
1105715	M	16.7
1105716	F	16.5
1105716	M	15.7
1105717	F	11.8
1105717	M	8.5
1105718	M	5.7
1105719	F	10.1
1105719	M	6.4
1105720	M	9
1105801	F	3.2
1105801	M	3.8
1105802	F	4.3
1105802	M	3.9
1105804	F	9.2
1105804	M	12
1105805	F	13.4
1105805	M	3.9
1105806	F	2.8
1105806	M	2.7
1105807	F	7.5
1105807	M	10.3
1105808	F	28.6
1105808	M	15.6
1105811	M	6.4
1105813	F	6
1105813	M	6.4
1105814	F	4.6
1105814	M	7.5
1105815	M	4.3
1105816	M	3.8
1105817	F	3
1105817	M	9.9
1105818	F	3.7
1105818	M	9.6
1105819	F	6.1
1105819	M	8.8
1105820	F	8.2
1105820	M	5.1
1105821	M	14.3
1105822	F	10.1
1105822	M	12.7
1105823	F	12.3
1105823	M	8.7
1105824	F	7.6
1105824	M	9
1105825	F	14
1105825	M	8
1105826	F	2.7
1105826	M	2.1
1105827	F	3.8
1105827	M	7.1
1105828	F	6.9
1105828	M	13.9
1105829	F	13.7
1105829	M	14.9
1105830	F	7.5
1105830	M	12.1
1105831	F	9.4
1105832	F	4
1105832	M	3.9
1105833	F	30.6
1105833	M	10
1105834	F	5.7
1105834	M	10.3
1105835	F	2.9
1105835	M	2
1105836	F	6.3
1105836	M	14.5
1105837	F	11.1
1105837	M	16
1105838	F	7.5
1105838	M	7
1105839	F	5.9
1105839	M	6.3
1105840	F	5.2
1105840	M	2.6
1105841	F	15
1105841	M	30.9
1105842	F	5.2
1105842	M	2.3
1105843	F	18.8
1105843	M	16.2
1105844	F	2.9
1105844	M	4.2
1105846	F	7.9
1105846	M	7.7
1105847	F	4
1105847	M	10.3
1105848	F	3.8
1105848	M	12.1
1105850	M	3.6
1105851	F	15.7
1105851	M	17.1
1105853	M	10.5
1105854	F	5
1105854	M	5.2
1105855	F	3.8
1105855	M	11.1
1105856	F	4.8
1105856	M	9.3
1105857	F	10.3
1105857	M	14.1
1105859	M	1.8
1105861	F	4.7
1105861	M	5.1
1105862	F	7.7
1105863	F	3.2
1105863	M	2.3
1105864	F	3.8
1105864	M	5.6
1105901	F	4.8
1105901	M	7.6
1105902	F	5.1
1105902	M	4.7
1105903	F	3.9
1105903	M	6.1
1105905	F	21.5
1105905	M	26.7
1105906	F	10
1105906	M	23.2
1105907	F	16.7
1105907	M	5.1
1105908	F	40.9
1105908	M	18.8
1105910	F	6.3
1105910	M	2.7
1105912	F	8.5
1105912	M	10.5
1105913	F	2.3
1105913	M	5.5
1105914	F	6.3
1105914	M	9.5
1105915	F	4.1
1105915	M	5.4
1105916	M	2.9
1105917	F	3.9
1105917	M	2.7
1105918	F	6.7
1105918	M	2.4
1105919	F	4.7
1105919	M	3.5
1105920	M	4.4
1105921	M	3.5
1105922	F	10.4
1105922	M	8.3
1105923	F	6.4
1105923	M	6
1105924	F	6.9
1105924	M	9.1
1105925	F	2.2
1105926	F	2.6
1105926	M	4.8
1105927	F	15.8
1105927	M	13
1106001	F	4.8
1106003	M	3.8
1106004	F	9.2
1106004	M	4.5
1106005	F	9.5
1106005	M	12.3
1106006	M	3.4
1106007	M	12.2
1106008	F	4.2
1106008	M	6.5
1106010	F	4.4
1106010	M	4.4
1106011	F	5.5
1106011	M	3.3
1106012	M	2.9
1106013	F	3.9
1106013	M	3.4
1106014	M	4.3
1106015	F	4.2
1106016	F	3.6
1106016	M	5.3
1106017	M	4.8
1106018	M	6.2
1106019	F	3.4
1106019	M	3.9
1106020	F	4.8
1106020	M	3.8
1106101	F	8.9
1106102	F	8.7
1106102	M	7.2
1106103	F	3.3
1106103	M	3.7
1106104	F	5.4
1106104	M	4.5
1106105	M	6.1
1106106	M	3.6
1106107	F	8.3
1106108	F	5
1106108	M	4.3
1106109	F	8.3
1106109	M	13
1106110	F	6.8
1106110	M	12.9
1106111	F	12
1106111	M	5.9
1106112	F	10.3
1106112	M	5.3
1106114	F	5.9
1106116	F	12.1
1106116	M	9.6
1106201	F	25.5
1106201	M	28.3
1106202	F	19.4
1106202	M	20.6
1106203	F	6.9
1106203	M	4.1
1106204	F	9.7
1106204	M	9
1106205	M	5.7
1106206	F	4.3
1106206	M	12.1
1106207	M	5.5
1106208	M	6.7
1106209	F	5.5
1106209	M	9.9
1106210	F	15.4
1106210	M	5.4
1106211	F	16.4
1106211	M	5.4
1106212	M	16.7
1106217	F	5.5
1106217	M	5
1106218	M	7.1
1106219	F	4.5
1106221	F	10
1106222	F	10
1106222	M	4.1
1106224	F	100
1106303	F	9.9
1106303	M	5.1
1106304	M	1.8
1106305	M	5
1106308	F	8.9
1106308	M	13.5
1106309	F	7.6
1106309	M	15.6
1106310	F	11.4
1106310	M	9.3
1106311	F	5.8
1106311	M	14.8
1106312	F	18.3
1106312	M	10.6
1106313	F	15.2
1106313	M	7.4
1106314	F	10
1106314	M	14.3
1106315	F	3.3
1106315	M	2.8
1106316	F	4
1106316	M	13.8
1106317	F	11.8
1106317	M	21.6
1106318	F	15.8
1106318	M	17.6
1106319	F	7.3
1106319	M	7.5
1106320	F	21.6
1106320	M	25
1106321	F	13.3
1106321	M	4.9
1106322	F	7.9
1106322	M	5.6
1106323	F	3.2
1106323	M	4.1
1106324	F	9.5
1106324	M	6.2
1106325	F	2.7
1106325	M	6.7
1106326	M	5.9
1106328	F	5.4
1106329	F	5.2
1106401	F	7.5
1106401	M	7.7
1106402	F	10.9
1106402	M	4.7
1106403	F	5.4
1106403	M	8.1
1106404	F	13.8
1106404	M	7.5
1106405	F	13.2
1106405	M	14.8
1106406	F	5.5
1106406	M	5.5
1106407	F	4.5
1106408	M	3.9
1106409	M	8.3
1106411	F	5.3
1106411	M	6.1
1106412	M	3.7
1106413	F	3.8
1106413	M	4.2
1106414	F	9.7
1106414	M	4.3
1106415	F	10.8
1106415	M	10.2
1106417	F	4.2
1106417	M	5.7
1106418	F	14
1106418	M	6.2
1106501	M	10.3
1106502	F	16
1106502	M	9.1
1106503	F	7.7
1106503	M	16.4
1106504	F	13.2
1106504	M	8
1106505	F	3.9
1106506	F	8.8
1106506	M	5.3
1106507	F	9.6
1106507	M	7.1
1106508	F	4.8
1106508	M	6.1
1106509	M	2.5
1106510	M	3.8
1106511	F	4.3
1106511	M	2.3
1106512	F	4.8
1106512	M	6.5
1106513	F	6.2
1106513	M	9.6
1106514	F	4.2
1106514	M	3.5
1106515	M	8.8
1106517	M	5.7
1106518	F	3.7
1106519	M	4.5
1106520	F	4.8
1106521	F	4
1106521	M	4.4
1106522	F	9.4
1106522	M	4.3
1106523	F	4.6
1106523	M	4.9
1106524	F	7.3
1106525	F	6
1106525	M	7.4
1106526	F	4.5
1106526	M	7.3
1106527	F	18
1106527	M	19
1106528	F	10.4
1106528	M	3.9
1106529	M	4.8
1106601	F	8.1
1106601	M	8.6
1106604	F	7.9
1106604	M	4.2
1106605	M	4.3
1106606	F	13.3
1106606	M	15.4
1106607	F	7.3
1106607	M	7.8
1106609	M	4.4
1106610	F	17.2
1106610	M	13.4
1106611	F	15.1
1106611	M	6.8
1106612	M	3.6
1106701	M	7.7
1106702	F	8
1106702	M	6.9
1106703	F	3.6
1106704	F	11.1
1106704	M	8.6
1106705	M	3.3
1106706	F	3.7
1106707	F	3.4
1106708	F	8.1
1106708	M	6
1106709	F	10.5
1106709	M	17.9
1106710	F	2.7
1106710	M	5.7
1106711	F	5.4
1106711	M	10.3
1106712	F	13.6
1106712	M	4.7
1106713	F	5.9
1106713	M	3.9
1106714	F	11.8
1106714	M	13.4
1106715	F	10.5
1106715	M	4.2
1106716	F	3.2
1106716	M	4.7
1106717	M	14.8
1106718	F	7.2
1106718	M	3
1106719	F	8.3
1106719	M	16.9
1106720	F	9.7
1106720	M	8.4
1106721	M	6.3
1106722	F	6.9
1106722	M	12.9
1106723	F	11.4
1106723	M	14.8
1106724	F	11.2
1106724	M	8.7
1106725	F	4.3
1106725	M	6.5
1106726	F	8.6
1106726	M	13.2
1106727	F	11.5
1106727	M	20.5
1106728	F	22.9
1106729	F	7.9
1106729	M	9.5
1106801	F	6.5
1106801	M	4.9
1106802	F	22.2
1106802	M	48.7
1106803	F	19.1
1106803	M	10.5
1106804	F	8.6
1106804	M	12.5
1106805	F	7.4
1106805	M	12
1106806	M	4.1
1106807	F	5.7
1106807	M	7.2
1106808	F	4.8
1106808	M	6.8
1106809	F	3.5
1106809	M	2.8
1106810	F	3.8
1106810	M	6.7
1106811	F	4.3
1106811	M	4.2
1106901	M	4.3
1106902	F	6
1106902	M	5.9
1106904	F	7.2
1106906	M	3.1
1106910	M	5.4
1106911	F	20
1106911	M	24.2
1106912	M	7.3
1106913	F	4.5
1106914	F	3.4
1106914	M	3.1
1106915	F	5.5
1106915	M	9.6
1106917	F	5.4
1106919	M	7.8
1107001	M	4.8
1107003	F	9.5
1107003	M	12.2
1107004	M	10
1107005	F	9.3
1107005	M	4.9
1107006	F	6.9
1107006	M	15.4
1107007	F	6.8
1107007	M	7
1107008	F	7.6
1107010	F	8.9
1107010	M	9.4
1107011	F	10.8
1107011	M	14.3
1107012	F	11.4
1107012	M	12.2
1107013	F	6.6
1107013	M	6.8
1107014	F	3.3
1107014	M	6.3
1107015	F	7.2
1107015	M	9.2
1107016	F	13.1
1107016	M	20.6
1107018	F	2.8
1107018	M	2.5
1107019	F	13.5
1107019	M	15.6
1107020	F	9.7
1107020	M	21.5
1107021	F	26.2
1107021	M	34.9
1107022	M	5.8
1107023	F	12.3
1107023	M	16.7
1107024	F	5.8
1107024	M	9.1
1107025	F	5.2
1107025	M	5.3
1107026	M	14.5
1107027	M	2.1
1107028	F	3.1
1107028	M	9.3
1107029	F	10.2
1107029	M	7.5
1107030	M	3.7
1107032	F	6.9
1107032	M	19.1
1107101	F	14.8
1107101	M	10.7
1107102	F	5.8
1107102	M	6.9
1107103	F	13.1
1107103	M	8.2
1107104	F	8.6
1107104	M	17.4
1107105	F	7
1107105	M	3.5
1107106	F	4.8
1107106	M	7.3
1107107	F	12.1
1107107	M	12.5
1107108	F	8.3
1107108	M	3.8
1107109	F	9.9
1107110	M	4.8
1107111	M	7.5
1107112	F	5.3
1107112	M	3.1
1107113	F	8.7
1107113	M	7.6
1107114	F	4.8
1107114	M	6.8
1107117	M	6.2
1107119	F	6.4
1107119	M	7.4
1107120	M	5.3
1107121	F	10.6
1107122	F	11.1
1107122	M	13.6
1107123	F	10.3
1107123	M	7.3
1107124	F	5.1
1107124	M	8.5
1107125	M	6.8
1107126	F	17.6
1107127	M	4.7
1107128	F	4.3
1107128	M	3.3
1107201	F	9.6
1107201	M	7.2
1107202	F	6.3
1107202	M	6.3
1107203	F	7
1107203	M	5.5
1107204	F	17
1107204	M	23.8
1107205	F	10.4
1107205	M	3.3
1107206	F	5.1
1107206	M	3.4
1107208	F	2.9
1107208	M	9.9
1107209	F	3.4
1107210	F	4.2
1107210	M	10
1107211	F	2.3
1107211	M	2.4
1107212	M	3.6
1107214	F	4.1
1107214	M	4.4
1107215	F	7.9
1107215	M	3.8
1107216	F	12.3
1107216	M	14.3
1107217	F	5.4
1107217	M	5.2
1107218	F	3.1
1107219	F	5.2
1107219	M	4.5
1107220	F	3.9
1107220	M	10
1107221	F	14.5
1107221	M	8.4
1107222	M	5.1
1107224	F	12
1107224	M	8.7
1107225	F	7.7
1107225	M	3.6
1107226	F	4.4
1107227	M	4.6
1107228	F	4.8
1107228	M	1.8
1107302	M	3.9
1107303	F	7.7
1107303	M	4.2
1107304	M	20.9
1107305	F	12.5
1107305	M	12.1
1107306	F	14.3
1107306	M	18.5
1107307	F	8.7
1107307	M	31.3
1107308	F	8.1
1107308	M	26.3
1107309	F	21.4
1107309	M	11.1
1107310	F	5.1
1107310	M	3.5
1107311	M	13.9
1107312	F	8.8
1107312	M	13.7
1107313	F	15.4
1107313	M	18.4
1107314	M	4.2
1107401	F	7.7
1107401	M	5.1
1107402	F	5.4
1107402	M	3.8
1107403	F	4.9
1107403	M	6.6
1107404	F	8.5
1107404	M	5.9
1107405	F	15.6
1107405	M	13.3
1107406	F	12
1107406	M	19.5
1107407	F	5.4
1107407	M	4.1
1107408	F	6.5
1107409	F	8.5
1107409	M	8.1
1107410	M	8
1107411	F	3.3
1107412	F	10.8
1107412	M	15.3
1107413	F	10.8
1107413	M	8.5
1107414	F	8.6
1107414	M	3.8
1107415	F	3
1107415	M	4.4
1107416	F	11
1107416	M	3.8
1107417	F	5.4
1107417	M	3.9
1107418	F	5.4
1107418	M	2.6
1107419	F	5.9
1107419	M	4
1107420	F	3.5
1107421	F	2.9
1107421	M	5.1
1107422	F	5.6
1107422	M	11.6
1107423	F	9.3
1107423	M	15.2
1107425	F	12.3
1107425	M	15.7
1107426	F	6
1107426	M	5.4
1107427	F	7.3
1107427	M	4.9
1107601	F	4.9
1107601	M	5.1
1107603	F	2.4
1107603	M	7.5
1107604	F	7.9
1107604	M	3.8
1107605	F	8.6
1107605	M	10.4
1107606	F	13.1
1107606	M	16
1107607	F	14.1
1107607	M	16.9
1107608	F	6.1
1107608	M	6.4
1107609	F	3.8
1107609	M	5.3
1107610	F	5.6
1107610	M	6.7
1107611	M	9.1
1107612	M	5.4
1107613	F	9.3
1107613	M	4.8
1107614	F	2.7
1107614	M	3.4
1107615	F	2.5
1107615	M	5.9
1107616	F	3.6
1107616	M	3.1
1107617	F	6.5
1107617	M	6.1
1107618	F	4.6
1107619	M	11.6
1107620	M	5.2
1107621	M	3.6
1107701	F	3.6
1107701	M	3.6
1107702	F	5
1107702	M	7.7
1107703	F	6
1107703	M	9.5
1107704	F	4.2
1107704	M	5
1107707	F	3.4
1107708	F	6.1
1107708	M	3.3
1107709	M	8.2
1107710	F	8.3
1107710	M	15.8
1107711	F	5.2
1107711	M	5
1107712	F	4.9
1107713	F	8.5
1107713	M	12.1
1107714	M	6.1
1107715	M	8.7
1107716	F	6.3
1107716	M	2.2
1107717	F	6
1107718	F	2.8
1107718	M	5.3
1107719	F	13.8
1107719	M	10.5
1107720	F	6.2
1107720	M	6.9
1107721	F	6.2
1107721	M	6.3
1107722	F	17.2
1107722	M	16.1
1107723	F	6.2
1107723	M	13.2
1107724	M	7.3
1107725	F	6.3
1107725	M	5.3
1107726	F	7.4
1107726	M	8.7
1107727	F	3.6
1107728	F	8.3
1107728	M	4.1
1107729	F	5.3
1107730	M	13.6
1107731	F	5.2
1107731	M	5.5
1107732	F	6
1107732	M	4.8
1107733	F	19.6
1107733	M	10.2
1107734	F	6.4
1107734	M	8
1107736	F	10.3
1107737	M	11.4
1107738	F	5.7
1107738	M	6.4
1107740	F	7.2
1107740	M	6.5
1107741	F	19
1107741	M	11.1
1107742	F	14.8
1107742	M	10
1107743	F	7.1
1107743	M	16
1107744	M	5.6
1107745	F	6
1107745	M	10
1107746	F	5.6
1107746	M	5.8
1107747	F	32.4
1107747	M	32.4
1107748	F	9.9
1107748	M	11.6
1107749	F	32.6
1107749	M	14.6
1107750	F	39.6
1107750	M	36.7
1107751	F	21.6
1107751	M	23.1
1107752	F	6.9
1107752	M	24.7
1107753	F	6
1107753	M	6
1107754	F	2.7
1107754	M	4.2
1107801	F	9.7
1107801	M	5.1
1107802	F	5.7
1107802	M	12.5
1107804	F	2.9
1107804	M	8.7
1107805	F	7.7
1107805	M	9.6
1107806	F	4.2
1107806	M	6
1107807	F	2.9
1107807	M	5
1107808	F	23.4
1107808	M	29.3
1107809	M	7.7
1107810	F	4.5
1107810	M	6.9
1107811	F	9.1
1107811	M	7.5
1107812	F	2.9
1107812	M	7.5
1107813	F	5.5
1107814	F	8.4
1107814	M	3
1107815	F	5.7
1107815	M	11.6
1107816	M	4.3
1107817	F	7.3
1107817	M	6.8
1107818	F	7
1107818	M	3.4
1107821	F	5.4
1107821	M	8.2
1107822	F	2.4
1107822	M	6.9
1107823	M	4.1
1107824	F	4.3
1107824	M	5.3
1107825	F	5.3
1107825	M	3.7
1107826	F	7.3
1107826	M	2.9
1107827	F	4.5
1107827	M	3.8
1107828	F	3.3
1107828	M	2.6
1107829	F	15.1
1107829	M	15.2
1107830	F	10.3
1107830	M	10.5
1107831	F	3
1107833	F	4.8
1107833	M	2.1
1107834	F	3
1107834	M	3.1
1107835	F	3.5
1107836	F	10.9
1107836	M	9.6
1107837	F	29.4
1107837	M	13.6
1107838	F	5.3
1107838	M	13.9
1107839	F	6
1107839	M	11.7
1107840	F	10.8
1107840	M	5.4
1107841	F	4.3
1107841	M	3.1
1107842	F	4.9
1107842	M	2.8
1107843	F	9.9
1107843	M	5.6
1107844	F	4.5
1107844	M	9.4
1107845	F	5.7
1107845	M	3.8
1107901	F	16.2
1107901	M	7.2
1107902	F	5.4
1107902	M	6.3
1107903	F	4.4
1107903	M	8.1
1107904	F	5.5
1107904	M	3.4
1107905	F	9.2
1107905	M	4.4
1107906	F	9.7
1107906	M	7.7
1107909	F	4.6
1107909	M	4.8
1107912	F	4.3
1107913	F	2.7
1107913	M	2.3
1107914	F	4.1
1107914	M	2.8
1107916	M	4.3
1107917	M	7.8
1107918	F	4.7
1107919	F	4.8
1107919	M	3.7
1107920	F	6.3
1107921	M	4.4
1107922	F	3
1107922	M	2.5
1107923	F	6.7
1107923	M	8.3
1107924	F	2.3
1107924	M	3.1
1107925	F	5.5
1107925	M	2
1107927	M	3.9
1107928	F	4.5
1107928	M	4.8
1107929	F	5.3
1107929	M	2.7
1107930	F	2.6
