SA1_7DIGITCODE_2016	Sex	employmentToPopulation
2102618	F	53.6
2102618	M	53.4
2102619	F	55.1
2102619	M	73.3
2102701	F	44.7
2102701	M	49.2
2102702	F	52.1
2102702	M	51.5
2102704	F	42
2102704	M	57
2102705	F	50.6
2102705	M	56.5
2102706	F	43.1
2102706	M	53
2102707	F	53.3
2102707	M	61.2
2102708	F	53
2102708	M	60.4
2102709	F	54.4
2102709	M	62.5
2102710	F	44.2
2102710	M	52.1
2102711	F	44.1
2102711	M	47.5
2102712	F	57
2102712	M	56.7
2102713	F	48.7
2102713	M	54.7
2102714	F	40.1
2102714	M	50.4
2102715	F	44.4
2102715	M	45.9
2102716	F	33.9
2102716	M	46.1
2102717	F	46.4
2102717	M	39.2
2102718	F	28.4
2102718	M	45.5
2102719	F	48.1
2102719	M	54.4
2102720	F	40
2102720	M	44.4
2102721	F	53.1
2102721	M	59.3
2102722	F	31.3
2102722	M	39.6
2102723	F	39
2102723	M	43.4
2102724	F	45.9
2102724	M	56.8
2102725	F	41.3
2102725	M	46.4
2102726	F	43.6
2102726	M	53.1
2102727	F	45.2
2102727	M	52.6
2102801	F	49.1
2102801	M	57.7
2102802	F	42.3
2102802	M	53.4
2102803	F	53.1
2102803	M	60.4
2102804	F	52.3
2102804	M	58.4
2102805	F	56.9
2102805	M	51.6
2102806	F	45.6
2102806	M	46.6
2102807	F	54.2
2102807	M	52.3
2102808	F	54
2102808	M	56.7
2102809	F	28.3
2102809	M	63.3
2102810	F	38
2102810	M	38
2102811	F	49.2
2102811	M	45.9
2102812	F	43.4
2102812	M	61.6
2102813	F	46.8
2102813	M	54.1
2102814	F	48.2
2102814	M	48.5
2102815	F	53.9
2102815	M	52.3
2102816	F	50
2102816	M	56.7
2102817	F	39.3
2102817	M	40
2102818	F	45
2102818	M	48.8
2102819	F	43.9
2102819	M	55.9
2102820	F	35.5
2102820	M	55.4
2102821	F	44.4
2102821	M	45.7
2102822	F	47.1
2102822	M	45.8
2102823	F	56.9
2102823	M	64.9
2102824	F	55.8
2102824	M	51.4
2102825	F	57.4
2102825	M	54.9
2102826	F	59.9
2102826	M	61.7
2102901	F	25.3
2102901	M	38.1
2102902	F	30.9
2102902	M	38
2102903	F	64.9
2102903	M	67
2102904	F	41.5
2102904	M	47.5
2102905	F	33.7
2102905	M	47.4
2102906	F	36.1
2102906	M	38.4
2102907	F	37.2
2102907	M	38.5
2102908	F	42.2
2102908	M	40
2102909	F	33.6
2102909	M	39.3
2102910	F	23.5
2102910	M	35.7
2102911	F	51
2102911	M	61.8
2102912	F	33.1
2102912	M	39
2102913	F	46.1
2102913	M	47.3
2103001	F	61.3
2103001	M	62
2103002	F	48.3
2103002	M	63.8
2103003	F	51.6
2103003	M	63.9
2103004	F	58.5
2103004	M	70.3
2103005	F	60.2
2103005	M	63.5
2103006	F	50.3
2103006	M	60.6
2103007	F	50
2103007	M	65.7
2103008	F	56.5
2103008	M	60.9
2103009	F	57.2
2103009	M	63
2103010	F	60.5
2103010	M	60.8
2103011	F	52.4
2103011	M	61.3
2103012	F	40.7
2103012	M	57.2
2103013	F	40.3
2103013	M	50.7
2103014	F	42.6
2103014	M	36.6
2103015	F	41.8
2103015	M	34.2
2103016	F	51.6
2103016	M	56.6
2103018	F	34
2103018	M	45.4
2103019	F	42
2103019	M	55
2103020	F	58.1
2103020	M	60.3
2103021	F	57.2
2103021	M	71.7
2103023	F	38.1
2103023	M	52.6
2103024	F	55.4
2103024	M	58.3
2103025	F	48.4
2103025	M	56.3
2103101	F	47.1
2103101	M	58.8
2103102	F	55.8
2103102	M	65.1
2103103	F	64.4
2103103	M	66.7
2103104	F	60
2103104	M	64.4
2103105	F	63.9
2103105	M	69.6
2103106	F	49.7
2103106	M	59.7
2103107	F	54.6
2103107	M	59.3
2103108	F	62.4
2103108	M	56.8
2103109	F	53.3
2103109	M	62.4
2103110	F	55.2
2103110	M	60.2
2103111	F	59.1
2103111	M	65.3
2103112	F	48.7
2103112	M	60.9
2103113	F	49.7
2103113	M	66.9
2103114	F	50.4
2103114	M	68.3
2103115	F	45.7
2103115	M	56.5
2103116	F	38.2
2103116	M	51.3
2103201	F	62.9
2103201	M	70.5
2103202	F	38.5
2103202	M	43.8
2103203	F	44.6
2103203	M	53.1
2103204	F	54.7
2103204	M	63.2
2103205	F	58
2103205	M	68.5
2103206	F	52.1
2103206	M	60
2103207	F	50.9
2103207	M	57.4
2103208	F	51.4
2103208	M	51.6
2103209	F	39.3
2103209	M	53.7
2103210	F	39.3
2103210	M	60.9
2103211	F	66.2
2103211	M	68.2
2103212	F	60.5
2103212	M	64.4
2103213	F	39.4
2103213	M	47.4
2103301	F	27
2103301	M	32.6
2103302	F	34.5
2103302	M	50.7
2103303	F	62
2103303	M	73.5
2103304	F	45.7
2103304	M	36.2
2103305	F	55.1
2103305	M	64.6
2103306	F	49.4
2103306	M	54.3
2103307	F	41.3
2103307	M	46.2
2103308	F	42.1
2103308	M	45.1
2103309	F	30.5
2103309	M	40.2
2103310	F	14.2
2103310	M	20.9
2103311	F	26.5
2103311	M	51.4
2103312	F	51.1
2103312	M	64.6
2103313	F	63.8
2103313	M	68.9
2103314	F	28.8
2103314	M	31.1
2103315	F	39.8
2103315	M	51
2103316	F	44.6
2103316	M	61.6
2103317	F	58.7
2103317	M	70.4
2103318	F	35
2103318	M	41.2
2103319	F	45.5
2103319	M	48.9
2103320	F	39.8
2103320	M	50.6
2103321	F	29.4
2103321	M	32.6
2103322	F	37.6
2103322	M	34.1
2103401	F	52.6
2103401	M	70.5
2103402	F	64.2
2103402	M	76.9
2103403	F	51.8
2103403	M	66.5
2103404	F	69.1
2103404	M	71.3
2103405	F	53.9
2103405	M	65.6
2103407	F	53.8
2103407	M	65.2
2103408	F	35.1
2103408	M	39.5
2103409	F	64.3
2103409	M	68.1
2103410	F	57.6
2103410	M	85
2103411	F	56.2
2103411	M	68.9
2103412	F	72.8
2103412	M	83.6
2103413	F	50.3
2103413	M	63.1
2103501	F	58.8
2103501	M	63.2
2103502	F	48.1
2103502	M	55.6
2103503	F	55.5
2103503	M	64.7
2103504	F	63.1
2103504	M	68
2103505	F	53.1
2103505	M	65.9
2103506	F	68.1
2103506	M	80.4
2103507	F	54.8
2103507	M	66.4
2103508	F	63.6
2103508	M	57.9
2103509	F	61.5
2103509	M	69
2103510	F	62.7
2103510	M	63.9
2103511	F	52.3
2103511	M	74.3
2103512	F	45.2
2103512	M	58.2
2103513	F	45.6
2103513	M	56.9
2103514	F	60.8
2103514	M	73.6
2103515	F	54.4
2103515	M	57
2103516	F	56.8
2103516	M	59.7
2103601	F	31.3
2103601	M	47.1
2103602	F	60.8
2103602	M	64.7
2103603	F	55.1
2103603	M	64.7
2103604	F	68.1
2103604	M	69.5
2103605	F	62.6
2103605	M	69.6
2103606	F	62.5
2103606	M	76.3
2103607	F	65.9
2103607	M	66.1
2103608	F	55.1
2103608	M	75
2103609	F	59.6
2103609	M	73.1
2103610	F	56.4
2103610	M	63
2103611	F	57.4
2103611	M	76.5
2103612	F	64.6
2103612	M	70.6
2103613	F	43.4
2103613	M	48.3
2103614	F	72.9
2103614	M	75.9
2103615	F	45.5
2103615	M	60.2
2103616	F	48
2103616	M	50.2
2103701	F	50.5
2103701	M	64.9
2103702	F	54.5
2103702	M	60.5
2103703	F	56.1
2103703	M	61.3
2103704	F	63
2103704	M	61.8
2103705	F	48.1
2103705	M	43.9
2103706	F	48.4
2103706	M	66.5
2103707	F	50.7
2103707	M	48.8
2103709	F	65.4
2103709	M	63.6
2103710	F	29.5
2103710	M	54.6
2103711	F	53.5
2103711	M	61.4
2103712	F	56
2103712	M	69.7
2103713	F	56.3
2103713	M	59.3
2103714	F	48.6
2103714	M	61.2
2103715	F	47.6
2103715	M	54.9
2103716	F	52.8
2103716	M	63.5
2103717	F	54.2
2103717	M	54.7
2103718	F	55.1
2103718	M	58.9
2103719	F	54.3
2103719	M	58.2
2103720	F	41.2
2103720	M	50.3
2103721	F	58.1
2103721	M	60
2103722	F	56.9
2103722	M	54.7
2103723	F	53.5
2103723	M	62.9
2103724	F	56.8
2103724	M	64.4
2103725	F	41.9
2103725	M	65.1
2103726	F	52.9
2103726	M	64.8
2103727	F	46
2103727	M	57.8
2103728	F	42.3
2103728	M	64.3
2103729	F	50.8
2103729	M	58.2
2103730	F	43.5
2103730	M	61.2
2103731	F	60
2103731	M	65.8
2103732	F	56.2
2103732	M	63.5
2103801	F	38.3
2103801	M	39.9
2103802	F	42.6
2103802	M	43.9
2103803	F	51.9
2103803	M	52.8
2103804	F	32
2103804	M	36.7
2103805	F	24.6
2103805	M	44.7
2103806	F	30.3
2103806	M	23.6
2103807	F	41.5
2103807	M	41.9
2103808	F	32.1
2103808	M	40.4
2103809	F	45.3
2103809	M	46.3
2103810	F	34.8
2103810	M	46.9
2103811	F	32.4
2103811	M	42
2103812	F	39.3
2103812	M	44.2
2103813	F	49
2103813	M	70.8
2103814	F	41.5
2103814	M	53.8
2103815	F	41.6
2103815	M	50.8
2103816	F	40.6
2103816	M	48.5
2103817	F	35.5
2103817	M	56.1
2103818	F	22.5
2103818	M	35.3
2103819	F	44.8
2103819	M	55.5
2103820	F	44.5
2103820	M	59.3
2103821	F	44.6
2103821	M	51.2
2103822	F	50
2103822	M	60
2103823	F	65.2
2103823	M	71.8
2103824	F	55.3
2103824	M	64.2
2103825	F	26.7
2103825	M	41.2
2103826	F	22.6
2103826	M	43.9
2103827	F	26.9
2103827	M	34.2
2103828	F	27.6
2103828	M	29.7
2103829	F	25.8
2103829	M	41.7
2103830	F	25.9
2103830	M	36.3
2103831	F	30.2
2103831	M	45.8
2103832	F	22.6
2103832	M	32.2
2103833	F	30.7
2103833	M	44.3
2103834	F	23
2103834	M	41
2103835	F	26.1
2103835	M	37.6
2103836	F	32.9
2103836	M	44.2
2103837	F	31.8
2103837	M	52.9
2103838	F	31.3
2103838	M	48
2103839	F	27.7
2103839	M	47.7
2103840	F	44.2
2103840	M	48.7
2103841	F	37
2103841	M	48
2103842	F	30.6
2103842	M	38
2103843	F	28.5
2103843	M	43.6
2103844	F	39.1
2103844	M	42.8
2103845	F	31.2
2103845	M	40.2
2103847	F	50.3
2103847	M	55.3
2103848	F	37.6
2103848	M	28.9
2103849	F	27.2
2103849	M	35.8
2103850	F	28.7
2103850	M	32.9
2103851	F	47.3
2103851	M	59.5
2103852	F	56.3
2103852	M	75.8
2103854	F	53.9
2103854	M	45.9
2103855	F	40
2103855	M	52
2103856	F	44.9
2103856	M	55.2
2103857	F	37.4
2103857	M	43.5
2103858	F	44.3
2103858	M	55.7
2103859	F	26.9
2103859	M	40.7
2103860	F	31.6
2103860	M	36.5
2103861	F	28.9
2103861	M	30.8
2103862	M	75
2103863	M	50
2103864	F	38.1
2103864	M	45.4
2103865	F	49
2103865	M	66.1
2103866	F	22.5
2103866	M	47.3
2103867	F	75.2
2103867	M	78.8
2103868	F	47.9
2103868	M	56.1
2103869	F	25.7
2103869	M	19.2
2103870	F	57.3
2103870	M	68.5
2103871	F	45
2103871	M	63.6
2103872	F	49.6
2103872	M	62.1
2103873	F	34.6
2103873	M	47.2
2103874	F	57.3
2103874	M	52.3
2103875	F	52.8
2103875	M	65
2103876	F	39.4
2103876	M	39.5
2103904	F	67.7
2103904	M	60.8
2103905	F	51.5
2103905	M	59.3
2103906	F	55.5
2103906	M	63.5
2103907	F	58.9
2103907	M	65
2103908	F	65.9
2103908	M	66.5
2103909	F	59.2
2103909	M	71.3
2103910	F	46.5
2103910	M	52.2
2103911	F	42.4
2103911	M	50.3
2103912	F	59.8
2103912	M	58
2103913	F	61.2
2103913	M	74.3
2103914	F	64.8
2103914	M	67.1
2103915	F	46.3
2103915	M	57.7
2103916	F	43.6
2103916	M	59.4
2103917	F	60.7
2103917	M	81.9
2103918	F	64.2
2103918	M	78.7
2103919	F	66
2103919	M	64.1
2103920	F	66.8
2103920	M	65.2
2103921	F	53.8
2103921	M	70.9
2103922	F	60.3
2103922	M	66.4
2103923	F	65.6
2103923	M	69.8
2103924	F	63.3
2103924	M	65.4
2103925	F	38.2
2103925	M	46.7
2103927	F	54.7
2103927	M	58.3
2103928	F	38.3
2103928	M	42.2
2103929	F	48
2103929	M	50
2103930	F	44.9
2103930	M	40.2
2103932	F	43.9
2103932	M	45.4
2103933	F	59.5
2103933	M	57.6
2103934	F	44.8
2103934	M	58.9
2103935	F	64.6
2103935	M	70.6
2103937	F	46.3
2103937	M	38.1
2103938	F	46.4
2103938	M	66.3
2103939	F	50
2103939	M	45.4
2104001	F	59.8
2104001	M	67.6
2104002	F	59.3
2104002	M	67.8
2104003	F	57.6
2104003	M	62.6
2104004	F	52.3
2104004	M	70.7
2104005	F	72.1
2104005	M	73.7
2104006	F	61.1
2104006	M	60.4
2104007	F	62.3
2104007	M	70.3
2104008	F	64
2104008	M	67.3
2104009	F	57.1
2104009	M	67.6
2104010	F	63.3
2104010	M	62.2
2104011	F	59.3
2104011	M	72
2104012	F	57.1
2104012	M	63.1
2104013	F	57.1
2104013	M	69.7
2104014	F	56.7
2104014	M	69.5
2104015	F	56.8
2104015	M	57.4
2104016	F	54.8
2104016	M	59.5
2104017	F	56.8
2104017	M	66.9
2104018	F	53.9
2104018	M	57.1
2104019	F	59
2104019	M	75.2
2104020	F	63.5
2104020	M	75.8
2104021	F	55
2104021	M	69.3
2104022	F	57.3
2104022	M	65.5
2104023	F	56.8
2104023	M	65.5
2104024	F	66.1
2104024	M	56.2
2104025	F	62.2
2104025	M	72.5
2104026	F	50.8
2104026	M	61
2104027	F	61.5
2104027	M	65.3
2104028	F	48.7
2104028	M	60.2
2104029	F	57
2104029	M	62.8
2104030	F	67.5
2104030	M	60.3
2104031	F	49.8
2104031	M	60.4
2104032	F	50.8
2104032	M	63.5
2104033	F	59
2104033	M	61.2
2104034	F	56.3
2104034	M	58.7
2104035	F	52.3
2104035	M	66.3
2104036	F	66
2104036	M	71.8
2104037	F	53.4
2104037	M	55.1
2104038	F	47.4
2104038	M	59.2
2104039	F	56.7
2104039	M	64.7
2104040	F	57.9
2104040	M	72.4
2104041	F	54.6
2104041	M	59.6
2104042	F	46.8
2104042	M	57.9
2104043	F	52.5
2104043	M	66.9
2104044	F	55.2
2104044	M	60.6
2104045	F	41.5
2104045	M	48.2
2104046	F	52.1
2104046	M	61
2104047	F	28.3
2104047	M	50.4
2104048	F	67
2104048	M	57.6
2104049	F	64.1
2104049	M	82.8
2104050	F	60.4
2104050	M	65.4
2104101	F	53.5
2104101	M	63.6
2104102	F	39.8
2104102	M	60.1
2104103	F	57.4
2104103	M	64.3
2104104	F	52.2
2104104	M	60.1
2104105	F	53.2
2104105	M	57.5
2104107	F	44.5
2104107	M	61.5
2104108	F	54.4
2104108	M	65.5
2104109	F	44.1
2104109	M	48.3
2104110	F	50
2104110	M	52.7
2104111	F	41.1
2104111	M	50
2104112	F	51.7
2104112	M	65.9
2104113	F	60.6
2104113	M	64.9
2104115	F	57.8
2104115	M	62.3
2104116	F	32.9
2104116	M	46.3
2104117	F	60
2104117	M	51.6
2104118	F	62.2
2104118	M	63.7
2104119	F	72.6
2104119	M	75.7
2104120	F	19.5
2104120	M	33.2
2104121	F	37.3
2104121	M	47.7
2104122	F	52.4
2104122	M	64.2
2104123	F	47.7
2104123	M	61.9
2104124	F	45
2104124	M	52.3
2104125	F	65
2104125	M	62.5
2104126	F	52.4
2104126	M	57.1
2104128	F	62.3
2104128	M	65
2104129	F	62.6
2104129	M	70.7
2104130	F	37.2
2104130	M	47
2104131	F	61.7
2104131	M	69.9
2104132	F	65.8
2104132	M	74.8
2104133	F	62.7
2104133	M	66.7
2104134	F	52.9
2104134	M	54.8
2104135	F	54.4
2104135	M	61.8
2104136	F	46.6
2104136	M	61.7
2104137	F	57.9
2104137	M	66
2104138	F	71.3
2104138	M	69.6
2104139	F	39.1
2104139	M	45.7
2104140	F	72
2104140	M	77.3
2104141	F	44.2
2104141	M	52.1
2104143	F	46.7
2104143	M	62
2104144	F	72.7
2104144	M	71.5
2104145	F	29.4
2104145	M	40.9
2104146	F	66.7
2104146	M	76.8
2104147	F	60.2
2104147	M	72.3
2104148	F	52.8
2104148	M	76
2104149	F	48.1
2104149	M	54
2104150	F	42.5
2104150	M	60.3
2104151	F	68.3
2104151	M	77.8
2104152	F	62.9
2104152	M	71.1
2104153	F	66.9
2104153	M	67.3
2104201	F	65.4
2104201	M	64.9
2104202	F	56.8
2104202	M	61.2
2104203	F	50.6
2104203	M	61
2104204	F	58.7
2104204	M	66.1
2104205	F	64.8
2104205	M	74.8
2104206	F	53
2104206	M	61.4
2104207	F	75.2
2104207	M	80.5
2104208	F	51
2104208	M	56.3
2104209	F	47.3
2104209	M	69.7
2104210	F	53.5
2104210	M	53.8
2104211	F	60.6
2104211	M	65.4
2104212	F	54.5
2104212	M	59.5
2104213	F	55.4
2104213	M	70.9
2104215	F	46.3
2104215	M	58.5
2104216	F	54.9
2104216	M	63.7
2104217	F	59.7
2104217	M	61.1
2104218	F	50
2104218	M	63.6
2104219	F	50.8
2104219	M	59.8
2104220	F	74.9
2104220	M	69.9
2104221	F	64.6
2104221	M	60.7
2104222	F	63.8
2104222	M	72.9
2104223	F	49.2
2104223	M	57.4
2104224	F	64.2
2104224	M	62.2
2104225	F	49.1
2104225	M	54
2104228	F	51.5
2104228	M	60.7
2104229	F	47.6
2104229	M	63.9
2104230	F	64.1
2104230	M	71.5
2104231	F	66.3
2104231	M	78.4
2104232	F	33.9
2104232	M	47.5
2104233	F	31.2
2104233	M	46.1
2104234	F	71.3
2104234	M	73.1
2104235	F	48.1
2104235	M	52.9
2104236	F	47.8
2104236	M	57.1
2104237	F	53.6
2104237	M	62
2104238	F	54.9
2104238	M	57.7
2104239	F	62.8
2104239	M	65.7
2104240	F	45.1
2104240	M	54.2
2104242	F	58.2
2104242	M	65.3
2104243	F	62.8
2104243	M	70.6
2104245	F	58
2104245	M	64
2104246	F	39.3
2104246	M	25.2
2104247	F	44.8
2104247	M	51.5
2104248	F	64.6
2104248	M	57.2
2104249	F	59.3
2104249	M	52.1
2104301	F	62.2
2104301	M	63
2104302	F	44.7
2104302	M	56.8
2104303	F	62
2104303	M	60.2
2104304	F	53.5
2104304	M	60.6
2104305	F	55.7
2104305	M	64.3
2104306	F	52.4
2104306	M	56.9
2104307	F	48
2104307	M	62
2104308	F	55
2104308	M	1
2104309	F	61.1
2104309	M	56.4
2104310	F	58.3
2104310	M	64.6
2104311	F	43.2
2104311	M	52.3
2104312	F	57.5
2104312	M	67.6
2104313	F	50.9
2104313	M	61.4
2104314	F	56.4
2104314	M	60.2
2104316	F	62.1
2104316	M	68.5
2104317	F	49.5
2104317	M	65
2104318	F	63.4
2104318	M	68.7
2104319	F	61.1
2104319	M	63.8
2104320	F	48.2
2104320	M	55
2104321	F	56.3
2104321	M	63
2104322	F	55.4
2104322	M	70.6
2104324	F	61.9
2104324	M	74.3
2104325	F	27.3
2104325	M	50
2104326	F	61.2
2104326	M	68.1
2104327	F	53.1
2104327	M	58.4
2104329	F	67.4
2104329	M	80.3
2104330	F	61
2104330	M	72.5
2104331	F	61.5
2104331	M	73.4
2104332	F	59.8
2104332	M	71.9
2104333	F	46.2
2104333	M	50.7
2104334	F	58.6
2104334	M	70.5
2104335	F	55.7
2104335	M	64.7
2104337	F	50.3
2104337	M	72.5
2104338	F	63.6
2104338	M	71.8
2104339	F	69.1
2104339	M	83.4
2104340	F	45.7
2104340	M	50.6
2104341	F	32.2
2104341	M	47.8
2104342	F	55.1
2104342	M	60.3
2104343	F	71.3
2104343	M	82.7
2104344	F	65.8
2104344	M	68.8
2104401	F	55.7
2104401	M	60.3
2104402	F	38.7
2104402	M	51.7
2104403	F	59
2104403	M	63.9
2104404	F	51.6
2104404	M	58.9
2104405	F	51.7
2104405	M	49
2104406	F	53.4
2104406	M	62.2
2104407	F	57.4
2104407	M	66.5
2104408	F	39.3
2104408	M	40.5
2104409	F	53.2
2104409	M	59.7
2104410	F	45.7
2104410	M	62
2104411	F	66.9
2104411	M	62.2
2104412	F	49.2
2104412	M	56.9
2104413	F	56.7
2104413	M	56.7
2104414	F	49.6
2104414	M	60.7
2104415	F	17.9
2104415	M	27.5
2104416	F	54.2
2104416	M	55.5
2104417	F	64.1
2104417	M	76.9
2104418	F	36.3
2104418	M	42.3
2104420	F	51.2
2104420	M	47.9
2104422	F	69.6
2104422	M	57.2
2104423	F	57.9
2104423	M	63.1
2104424	F	54.9
2104424	M	57.1
2104425	F	76.6
2104425	M	76.2
2104426	F	56
2104426	M	70.2
2104427	F	71.8
2104427	M	82.9
2104428	F	57.6
2104428	M	63.8
2104429	F	52.5
2104429	M	57.7
2104501	F	50.9
2104501	M	52.6
2104502	F	62
2104502	M	67.6
2104503	F	28.8
2104503	M	37.3
2104504	F	22
2104504	M	32.4
2104505	F	53.2
2104505	M	62.3
2104506	F	59.6
2104506	M	60.3
2104507	F	53.7
2104507	M	57.6
2104508	F	59.8
2104508	M	69.1
2104509	F	41.7
2104509	M	62.6
2104510	F	29.9
2104510	M	36.1
2104511	F	43.9
2104511	M	51.8
2104512	F	45.3
2104512	M	55.1
2104513	F	51.7
2104513	M	61.9
2104514	F	31.2
2104514	M	35.9
2104515	F	34.7
2104515	M	46.3
2104516	F	34.3
2104516	M	46
2104517	F	67.1
2104517	M	81.1
2104518	F	70.1
2104518	M	72.4
2104519	F	54.9
2104519	M	57.7
2104520	F	37.4
2104520	M	47.8
2104521	F	38.2
2104521	M	50.7
2104522	F	44.3
2104522	M	49
2104523	F	46.3
2104523	M	50.3
2104524	F	40.9
2104524	M	46.8
2104525	F	35.2
2104525	M	51.5
2104526	F	48.9
2104526	M	51.5
2104527	F	42
2104527	M	54.9
2104528	F	33
2104528	M	41.1
2104530	F	34.9
2104530	M	51.5
2104531	F	41.9
2104531	M	51.6
2104532	F	48.7
2104532	M	47.7
2104533	F	48.6
2104533	M	60.6
2104534	F	46.7
2104534	M	52.2
2104535	F	35.4
2104535	M	50.3
2104601	F	58.3
2104601	M	65
2104602	F	61.1
2104602	M	65.3
2104603	F	57.4
2104603	M	64.2
2104604	F	62.3
2104604	M	72.6
2104605	F	51.2
2104605	M	46.3
2104606	F	61.9
2104606	M	64.3
2104607	F	61.9
2104607	M	67.3
2104608	F	55.6
2104608	M	65.9
2104609	F	62.5
2104609	M	58
2104610	F	54.6
2104610	M	67
2104611	F	50.9
2104611	M	61.7
2104612	F	56.9
2104612	M	61
2104613	F	63.3
2104613	M	73.1
2104614	F	48.8
2104614	M	55.8
2104615	F	57.4
2104615	M	67.6
2104616	F	63.6
2104616	M	66.3
2104617	F	49
2104617	M	65
2104618	F	49.3
2104618	M	56.3
2104619	F	50
2104619	M	55
2104620	F	51.1
2104620	M	74
2104621	F	56.7
2104621	M	72.1
2104622	F	63.2
2104622	M	65.1
2104623	F	56.9
2104623	M	70.7
2104624	F	50
2104624	M	54.2
2104625	F	63.6
2104625	M	66.3
2104702	M	37.5
2104703	F	46.3
2104703	M	47.5
2104704	F	49.8
2104704	M	65.6
2104705	F	48.9
2104705	M	67.2
2104706	F	43.8
2104706	M	51.1
2104707	F	51.7
2104707	M	53.9
2104708	F	65.8
2104708	M	61.9
2104709	F	50.6
2104709	M	52.5
2104710	F	44.6
2104710	M	51.9
2104711	F	37.8
2104711	M	55.7
2104712	F	50.3
2104712	M	51.1
2104713	F	53.4
2104713	M	65.2
2104714	F	39.8
2104714	M	49.5
2104715	F	53.8
2104715	M	59.5
2104716	F	49.8
2104716	M	67.2
2104718	F	31.1
2104718	M	44.2
2104719	F	40.6
2104719	M	47.3
2104720	F	41.4
2104720	M	49
2104721	F	42.8
2104721	M	53.8
2104722	F	45.1
2104722	M	59.1
2104723	F	37.4
2104723	M	46.5
2104724	F	50.4
2104724	M	62.6
2104725	F	14.4
2104725	M	34.5
2104726	F	37.4
2104726	M	34.4
2104727	M	27.3
2104728	F	60.2
2104728	M	63.5
2104729	F	59.1
2104729	M	58.7
2104730	F	65.2
2104730	M	68.5
2104731	F	51.4
2104731	M	62.6
2104733	F	52.1
2104733	M	62.7
2104734	F	56.4
2104734	M	54.3
2104735	F	52.3
2104735	M	46
2104736	F	41.7
2104736	M	63.6
2104737	F	40.4
2104737	M	55.1
2104738	F	43.2
2104738	M	48.8
2104739	F	44.7
2104739	M	52.9
2104740	F	37.4
2104740	M	47.1
2104801	F	30.8
2104801	M	45.4
2104802	F	25.7
2104802	M	46.2
2104803	F	53.9
2104803	M	60.5
2104804	F	55.6
2104804	M	62
2104805	F	37.1
2104805	M	47.1
2104806	F	55.7
2104806	M	63.7
2104808	F	60.9
2104808	M	65.6
2104809	F	41.7
2104809	M	47.2
2104810	F	48.1
2104810	M	58.7
2104811	F	47.7
2104811	M	52.4
2104812	F	53
2104812	M	51.8
2104813	F	40.8
2104813	M	51.1
2104814	F	46
2104814	M	56
2104815	F	51.5
2104815	M	57.1
2104816	F	59.3
2104816	M	57.3
2104817	F	43.1
2104817	M	52.8
2104818	F	38.3
2104818	M	49.1
2104819	F	45.6
2104819	M	43.2
2104820	F	53.3
2104820	M	58.1
2104821	F	46.1
2104821	M	57.2
2104822	F	41.2
2104822	M	56.6
2104823	F	54
2104823	M	61.2
2104824	F	46.4
2104824	M	48.9
2104825	F	50.8
2104825	M	43.8
2104826	F	33.6
2104826	M	44.4
2104827	F	39
2104827	M	45.2
2104828	F	54.2
2104828	M	58.7
2104829	F	52.9
2104829	M	59.7
2104830	F	56.1
2104830	M	61.5
2104831	F	62.1
2104831	M	52.4
2104832	F	58.4
2104832	M	68.9
2104833	F	36.4
2104833	M	66.1
2104901	F	47.6
2104901	M	58.8
2104902	F	43.7
2104902	M	55.7
2104903	F	45.6
2104903	M	45.6
2104904	F	58.7
2104904	M	56.3
2104905	F	49.2
2104905	M	51.5
2104906	F	42.8
2104906	M	49.5
2104907	F	52.5
2104907	M	63.2
2104908	F	47.3
2104908	M	56.4
2104909	F	62.8
2104909	M	56
2104910	F	50.9
2104910	M	55.9
2104911	F	55.9
2104911	M	62.1
2105001	F	58.4
2105001	M	64.4
2105002	F	59
2105002	M	59.5
2105003	F	51.8
2105003	M	67.1
2105004	F	62.7
2105004	M	61.1
2105005	F	64
2105005	M	61
2105006	F	41.3
2105006	M	47.3
2105007	F	54.5
2105007	M	59.8
2105008	F	45.5
2105008	M	48.2
2105009	F	50.2
2105009	M	65.4
2105010	F	38.1
2105010	M	46.9
2105011	F	47.6
2105011	M	50.6
2105012	F	50.3
2105012	M	67.9
2105013	F	51.2
2105013	M	53.7
2105014	F	57.7
2105014	M	62.4
2105015	F	59
2105015	M	60.7
2105016	F	65.3
2105016	M	73.5
2105017	F	55
2105017	M	68.5
2105018	F	52.1
2105018	M	63.2
2105019	F	50.8
2105019	M	64.8
2105020	F	55.4
2105020	M	67
2105021	F	53
2105021	M	57.1
2105022	F	52.9
2105022	M	69
2105023	F	63.6
2105023	M	73.3
2105024	F	66.9
2105024	M	65.1
2105025	F	47.1
2105025	M	63.2
2105026	F	55.8
2105026	M	64.9
2105028	F	51.2
2105028	M	62.5
2105029	F	61.9
2105029	M	64.6
2105030	F	49.6
2105030	M	58.5
2105031	F	51
2105031	M	60.2
2105032	F	56.7
2105032	M	60.7
2105033	F	28.7
2105033	M	41.4
2105034	F	51
2105034	M	60.3
2105035	F	61.2
2105035	M	70.4
2105036	F	66.5
2105036	M	73
2105037	F	68.8
2105037	M	73.8
2105039	F	37.3
2105039	M	49.5
2105040	F	67.7
2105040	M	69.7
2105041	F	56.1
2105041	M	67.7
2105043	F	68.1
2105043	M	77.8
2105044	F	65.2
2105044	M	60.5
2105046	F	53
2105046	M	66.3
2105047	F	60.1
2105047	M	64.6
