SA1_7DIGITCODE_2016	medianTotalPersonalIncome
2131936	43108
2131937	24908
2131938	
2131939	30732
2131940	32708
2131941	36036
2132001	6864
2132002	2288
2132003	
2132004	3640
2132005	14300
2132006	26156
2132007	
2132008	31304
2132009	25584
2132010	28496
2132011	24180
2132012	24544
2132013	20956
2132014	24492
2132015	19396
2132016	27040
2132017	28704
2132018	19656
2132019	21060
2132020	19968
2132021	28704
2132022	18252
2132023	21424
2132024	16536
2132025	12896
2132026	20644
2132027	22724
2132029	23608
2132030	24648
2132031	20956
2132032	11128
2132033	16120
2132035	26936
2132036	21268
2132037	12324
2132038	22932
2132039	35204
2132040	22204
2132041	25168
2132042	19656
2132043	29900
2132101	34268
2132102	32656
2132103	28756
2132104	26312
2132105	24336
2132106	28704
2132107	24180
2132108	26364
2132109	32188
2132110	28652
2132111	27352
2132112	36504
2132113	42796
2132114	36764
2132115	37544
2132116	38792
2132117	33540
2132118	32032
2132119	28288
2132120	31044
2132121	27196
2132122	30316
2132123	24076
2132124	25584
2132125	21372
2132126	25792
2132127	28392
2132128	25168
2132129	30940
2132130	25844
2132131	30888
2132132	30888
2132133	29432
2132134	31980
2132135	27664
2132136	35568
2132137	28184
2132138	26416
2132139	38220
2132140	26312
2132141	36400
2132142	25844
2132143	29900
2132144	34840
2132145	31200
2132146	30836
2132147	34372
2132148	26208
2132149	23868
2132150	24024
2132151	31148
2132152	25168
2132153	26156
2132154	26988
2132201	26988
2132202	37024
2132203	33176
2132204	25740
2132205	28704
2132206	38428
2132207	28444
2132208	37492
2132209	22880
2132210	22724
2132211	28756
2132212	27144
2132213	23660
2132214	20176
2132215	25792
2132216	22412
2132217	26156
2132218	22932
2132219	31668
2132220	23764
2132221	29328
2132222	32864
2132223	25532
2132224	32552
2132225	26936
2132226	19604
2132227	24648
2132228	30628
2132229	31356
2132230	27092
2132231	29900
2132232	30472
2132233	30940
2132234	35464
2132235	30628
2132236	35204
2132237	24596
2132238	31408
2132239	29900
2132240	26988
2132241	32864
2132242	34944
2132243	31096
2132244	38220
2132245	30836
2132246	18824
2132247	
2132248	24076
2132249	26156
2132250	30940
2132251	32188
2132252	42900
2132301	26208
2132302	35620
2132303	42640
2132304	34008
2132305	35932
2132306	32240
2132307	33280
2132308	35048
2132309	31148
2132310	29640
2132311	28496
2132312	
2132313	35568
2132314	36608
2132315	39052
2132316	31616
2132317	31460
2132318	28548
2132319	26208
2132320	29380
2132321	36608
2132322	30680
2132323	31044
2132324	31408
2132325	30160
2132326	40612
2132327	36504
2132328	36660
2132329	28340
2132330	36972
2132331	28236
2132332	34216
2132333	32604
2132334	25792
2132335	34112
2132336	42016
2132337	30264
2132401	35256
2132402	33644
2132403	30940
2132404	33904
2132405	26364
2132406	38116
2132407	34320
2132408	39780
2132409	33020
2132410	
2132411	31408
2132412	43056
2132413	33176
2132414	34632
2132415	25740
2132416	28340
2132417	31564
2132418	34268
2132419	40196
2132420	33904
2132421	32396
2132422	33176
2132423	39728
2132424	33904
2132425	32396
2132426	35100
2132427	36712
2132428	30836
2132429	35620
2132430	36504
2132431	34008
2132432	37804
2132433	35568
2132434	33540
2132435	32604
2132436	31564
2132437	39624
2132438	26104
2132439	32968
2132440	43992
2132441	
2132501	25532
2132502	27404
2132503	28600
2132504	26624
2132505	33176
2132506	30784
2132507	29120
2132508	31824
2132509	33904
2132510	33436
2132511	29536
2132512	35256
2132513	23452
2132514	
2132515	30680
2132516	35724
2132518	32656
2132519	38584
2132520	30368
2132521	
2132522	29380
2132523	34320
2132525	30888
2132526	35048
2132527	26416
2132528	25272
2132529	27404
2132530	29692
2132531	26208
2132532	22724
2132533	23920
2132534	30212
2132535	27352
2132536	28756
2132537	31460
2132538	32656
2132539	25116
2132540	30264
2132541	34892
2132542	35724
2132543	
2132544	42848
2132545	45396
2132546	46956
2132547	50232
2132548	44356
2132601	29380
2132602	34008
2132603	28704
2132604	116948
2132605	33904
2132606	35152
2132607	34008
2132608	22152
2132609	36868
2132610	26312
2132611	33904
2132612	34684
2132613	34164
2132614	31200
2132615	25168
2132616	34424
2132617	39364
2132618	31720
2132619	31876
2132620	35204
2132621	37544
2132622	33904
2132623	33020
2132624	29900
2132625	38220
2132626	37960
2132627	34112
2132628	23244
2132629	37336
2132630	41236
2132631	36556
2132632	29224
2132633	40872
2132634	29120
2132635	29328
2132636	39884
2132637	35932
2132638	30732
2132639	30212
2132640	32448
2132641	39780
2132642	36972
2132643	29016
2132644	31512
2132645	
2132646	35620
2132647	28028
2132648	25116
2132649	30628
2132650	35100
2132651	38688
2132652	27352
2132653	35100
2132701	39780
2132702	39052
2132703	42952
2132704	27768
2132705	32448
2132706	39468
2132707	33176
2132708	27144
2132709	28860
2132710	26104
2132711	31044
2132712	29536
2132713	43056
2132714	39468
2132715	45292
2132716	37700
2132717	32136
2132718	35880
2132719	34892
2132720	36400
2132721	31356
2132722	32448
2132723	31824
2132724	35568
2132725	24960
2132726	27924
2132727	35672
2132728	33748
2132729	29276
2132730	44460
2132731	39780
2132732	36192
2132733	28600
2132734	42900
2132735	37700
2132736	26208
2132737	24024
2132738	37180
2132739	35620
2132740	36452
2132741	24128
2132742	32552
2132743	28756
2132744	29900
2132745	30888
2132746	
2132747	30732
2132748	27872
2132801	26260
2132802	22464
2132803	34060
2132804	28132
2132805	29276
2132806	
2132807	24700
2132808	25532
2132809	26780
2132810	27768
2132811	30940
2132812	23660
2132813	28964
2132814	21788
2132815	37076
2132816	26104
2132817	29692
2132818	23712
2132819	26520
2132901	34424
2132902	22152
2132903	24856
2132904	27196
2132905	24232
2132906	21476
2132907	27040
2132908	25272
2132909	24648
2132910	26884
2132911	41912
2132912	29276
2132913	33176
2132914	29432
2132915	33904
2132916	30420
2132917	34424
2132918	32552
2132919	25688
2133001	29328
2133002	21424
2133003	24544
2133004	24752
2133005	21996
2133006	24908
2133007	24700
2133009	13624
2133010	
2133011	
2133012	23452
2133013	23296
2133014	27924
2133015	24128
2133016	29120
2133017	25688
2133018	29120
2133019	23816
2133020	31564
2133022	24128
2133023	26260
2133024	24492
2133028	26208
2133029	28444
2133030	26988
2133031	24856
2133032	23660
2133033	25012
2133034	23296
2133035	23400
2133036	24908
2133037	21164
2133038	22308
2133039	21788
2133040	25064
2133041	23972
2133042	30784
2133043	19864
2133044	
2133045	23764
2133047	43576
2133048	36556
2133049	43108
2133050	35464
2133051	32968
2133052	35880
2133053	34424
2133054	39416
2133055	35048
2133056	37856
2133057	38844
2133058	41912
2133059	36504
2133060	45916
2133061	33124
2133062	26780
2133063	39156
2133064	44200
2133065	34268
2133066	41756
2133067	32292
2133068	37232
2133069	39104
2133101	27144
2133102	25272
2133103	27196
2133104	
2133105	28600
2133106	26728
2133107	26208
2133108	23764
2133109	28288
2133110	23036
2133111	24752
2133112	23296
2133113	22360
2133114	28496
2133115	28756
2133116	31512
2133117	24856
2133118	24076
2133119	22308
2133120	23088
2133121	28184
2133122	23296
2133123	28288
2133201	24076
2133202	24024
2133203	33124
2133204	31460
2133205	25740
2133206	31668
2133207	34736
2133208	22828
2133209	27508
2133210	
2133211	33904
2133212	24024
2133213	30368
2133214	31096
2133215	
2133216	35620
2133217	28288
2133218	30160
2133219	25428
2133220	26312
2133221	22776
2133222	29328
2133223	24232
2133224	28600
2133225	27404
2133226	28184
2133227	23556
2133228	25220
2133229	34008
2133230	21164
2133231	24388
2133232	23816
2133233	25532
2133234	
2133235	28236
2133236	24336
2133237	28392
2133238	29484
2133239	25324
2133240	37908
2133301	21112
2133302	23088
2133303	23400
2133304	26052
2133305	22672
2133306	20956
2133307	21424
2133308	25376
2133309	21424
2133310	22204
2133311	21840
2133312	20696
2133313	21892
2133314	17940
2133315	20072
2133316	21996
2133317	22932
2133318	19604
2133319	25012
2133320	21372
2133321	21372
2133322	24700
2133323	20904
2133324	23764
2133325	24180
2133326	20540
2133327	23556
2133328	27040
2133329	22204
2133330	25324
2133331	21788
2133332	20280
2133333	24908
2133401	20384
2133402	25480
2133403	22100
2133404	22776
2133405	24180
2133406	20644
2133407	24648
2133408	23140
2133409	24128
2133410	21008
2133411	22048
2133412	21164
2133413	21112
2133414	23244
2133415	21112
2133416	23660
2133417	20488
2133418	21424
2133419	23244
2133420	23920
2133421	20696
2133422	20280
2133423	23192
2133424	25168
2133425	21268
2133426	22256
2133427	22932
2133428	21060
2133429	22672
2133430	22100
2133431	24336
2133432	21268
2133433	21840
2133434	20696
2133435	19916
2133436	22932
2133437	22152
2133438	22360
2133439	22568
2133440	21216
2133441	24908
2133442	21424
2133443	19656
2133444	20436
2133445	20020
2133501	21944
2133502	22464
2133503	23088
2133504	25636
2133505	22932
2133506	22828
2133507	19604
2133508	20852
2133509	20072
2133510	21216
2133511	23712
2133512	21268
2133513	21684
2133514	20540
2133515	20644
2133516	21476
2133517	21996
2133518	19656
2133519	19448
2133520	18356
2133521	22724
2133522	19604
2133523	21268
2133524	18096
2133525	20124
2133526	24544
2133527	21840
2133528	20384
2133529	24232
2133530	21996
2133531	19240
2133532	20020
2133533	22672
2133534	18408
2133535	16588
2133536	20540
2133537	20644
2133538	20852
2133601	24440
2133602	23764
2133603	25428
2133604	19188
2133605	24596
2133606	26104
2133607	27196
2133608	24908
2133609	24336
2133610	26676
2133611	23192
2133612	29172
2133613	35100
2133614	25480
2133615	22464
2133616	30836
2133617	32760
2133618	23348
2133619	25324
2133701	24492
2133702	19292
2133703	22932
2133704	20072
2133705	21736
2133706	22308
2133707	22776
2133708	21788
2133709	23712
2133710	21424
2133711	23036
2133712	22464
2133713	23608
2133714	44096
2133715	23660
2133716	21528
2133717	25012
2133718	22152
2133719	21268
2133720	22412
2133721	24440
2133722	23244
2133723	20072
2133724	23192
2133725	
2133726	24544
2133801	23868
2133802	20072
2133803	21008
2133804	26104
2133805	35776
2133806	21996
2133807	19240
2133808	22880
2133809	19500
2133810	19656
2133811	22724
2133812	24180
2133813	24596
2133814	22724
2133815	20904
2133816	22152
2133817	22204
2133818	19656
2133819	23764
2133820	23452
2133821	22100
2133822	24804
2133823	22204
2133824	23764
2133825	23244
2133826	22412
2133827	20644
2133828	27820
2133829	25584
2133830	20592
2133831	25168
2133832	46800
2133833	
2133834	20332
2133835	18928
2133836	21320
2133837	22308
2133838	21996
2133839	27092
2133840	29432
2133841	24544
2133842	21424
2133843	30888
2133844	23608
2133845	23608
2133901	30888
2133902	26208
2133903	29172
2133904	34840
2133905	32812
2133906	30368
2133907	34164
2133908	30784
2133909	29328
2133910	34008
2133911	26468
2133912	37128
2133913	33956
2133914	31356
2133915	36036
2133916	33280
2133917	25532
2133918	25272
2133919	30576
2133920	36140
2133921	27404
2133922	34580
2133923	23712
2133924	28288
2133925	35048
2133926	33228
2133927	37440
2134001	33488
2134002	30160
2134003	34164
2134004	37544
2134005	33072
2134006	35152
2134007	25168
2134008	37856
2134009	33904
2134010	18200
2134011	37908
2134012	36140
2134013	23348
2134014	
2134015	34164
2134016	29900
2134017	31408
2134018	28496
2134019	31460
2134020	36452
2134021	35516
2134022	35412
2134023	30576
2134024	38428
2134025	33124
2134026	25844
2134027	34632
2134028	33124
2134029	36140
2134030	32500
2134031	32344
2134032	31512
2134033	36400
2134034	34736
2134035	33280
2134036	36764
2134037	35152
2134038	43056
2134039	
2134040	33332
2134041	30680
2134042	42068
2134043	33904
2134044	32552
2134045	24700
2134046	34372
2134047	39520
2134048	30160
2134049	26728
2134101	37024
2134102	40716
2134103	38428
2134104	33904
2134105	43056
2134106	41236
2134107	40508
2134108	34320
2134109	
2134110	38116
2134111	45396
2134112	36192
2134113	33332
2134114	37856
2134115	32292
2134116	45500
2134118	46020
2134119	41028
2134120	36972
2134121	34060
2134123	
2134124	36244
2134125	24908
2134126	41392
2134127	35412
2134128	36920
2134129	
2134130	
2134131	43316
2134132	37180
2134133	44928
2134134	36816
2134201	29640
2134202	31304
2134203	30940
2134204	38220
2134205	32292
2134206	34788
2134207	37492
2134208	71500
2134209	
2134210	26572
2134211	26364
2134212	27092
2134213	28444
2134214	34528
2134215	25532
2134216	36296
2134217	24388
2134218	34424
2134219	36452
2134220	36712
2134221	34320
2134222	40768
2134223	34424
2134224	33540
2134225	26624
2134226	25428
2134227	31824
2134228	25220
2134229	26104
2134230	23504
2134231	33956
2134232	34060
2134233	38376
2134234	32916
2134235	24700
2134236	35256
2134237	30420
2134238	30992
2134239	31252
2134240	29276
2134241	33904
2134242	32500
2134243	29536
2134244	28756
2134245	34268
2134246	25324
2134247	23452
2134248	30472
2134301	26416
2134302	27144
2134303	
2134304	41236
2134305	35828
2134306	36920
2134307	27456
2134308	
2134309	12948
2134310	24804
2134311	30784
2134312	27820
2134313	27404
2134314	23816
2134315	19292
2134316	26624
2134317	28028
2134318	33280
2134319	24804
2134320	37024
2134321	37908
2134322	29484
2134323	33072
2134324	25376
2134325	26988
2134326	27352
2134327	24024
2134328	32032
2134329	32864
2134330	25896
2134331	23504
2134332	22464
2134401	36816
2134402	50908
2134403	49348
2134404	49036
2134405	51376
2134406	43784
2134407	46072
2134408	53040
2134409	55484
2134410	63856
2134411	53508
2134412	54600
2134413	
2134414	
2134415	49244
2134416	48828
2134417	46592
2134418	48516
2134419	53924
2134420	56108
2134421	54600
2134422	46540
2134423	48256
2134424	
2134425	45448
2134426	51376
2134427	59488
2134428	47944
2134429	43004
2134430	50856
2134431	50440
2134432	44512
2134433	49088
2134434	45240
2134435	56576
2134436	54860
2134437	57876
2134438	46800
2134439	46176
2134440	54704
2134441	39728
2134442	49712
2134501	33384
2134502	31824
2134503	36764
2134504	34112
2134505	34008
2134506	34424
2134507	38532
2134508	39052
2134509	36920
2134510	34996
2134511	33852
2134512	36712
2134513	39260
2134601	54860
2134602	48828
2134603	37960
2134604	45552
2134605	25792
2134606	51480
2134607	51584
2134608	48152
2134609	53508
2134610	47788
2134611	47008
2134612	37492
2134613	45292
2134614	48724
2134615	48776
2134616	59852
2134617	47320
2134618	38532
2134619	52208
2134620	43420
2134621	39416
2134622	44096
2134623	54964
2134624	55640
2134625	39520
2134626	35100
2134627	39780
2134628	48672
2134629	24648
2134630	40196
2134631	47008
2134632	47736
2134633	44408
2134634	52416
2134635	53872
2134701	21788
2134702	24804
2134703	18824
2134704	21684
2134705	19708
2134706	20176
2134707	21216
2134708	35204
2134709	24128
2134710	22256
2134711	20696
2134712	23920
2134713	25012
2134714	43368
2134715	23608
2134717	26156
2134718	20384
2134719	18876
2134720	22516
2134721	34112
2134722	43472
2134723	38584
2134724	33384
2134725	26988
2134726	26520
2134727	27924
2134728	34164
2134729	26572
2134730	17992
2134731	25740
2134732	22100
2134733	20020
2134735	24388
2134736	20384
2134737	28912
2134738	27144
2134739	33176
2134740	45864
2134741	26884
2134742	
2134743	33384
2134801	40352
2134802	36608
2134803	39364
2134804	34840
2134805	26884
2134806	25844
2134807	30836
2134809	52052
2134810	25792
2134811	22464
2134812	29900
2134813	24232
2134814	21684
2134815	42640
2134816	32188
2134817	27248
2134818	25012
2134819	32344
2134820	15860
2134821	50648
2134822	39156
2134823	32760
2134824	24752
2134825	34840
2134826	35568
2134827	38012
2134829	
2134830	27404
2134831	32188
2134832	
2134833	34840
2134834	22984
2134835	23400
2134836	42848
2134902	31304
2134903	26104
2134904	35048
2134905	41236
2134906	23816
2134907	31720
2134908	34736
2134909	29120
2134910	37700
2134911	36296
2134912	51064
2134913	36972
2134914	29172
2134915	52728
2134916	37388
2134917	39728
2134918	41132
2134919	40768
2134920	36920
2134921	48048
2134922	46280
2134923	42536
2134924	47164
2134925	47892
2134926	54652
2134927	54704
2134928	56420
2135001	56108
2135002	46956
2135003	48204
2135004	40872
2135005	64116
2135006	53456
2135007	42016
2135008	36244
2135009	34944
2135010	49556
2135011	47528
2135012	56836
2135013	50076
2135014	52208
2135015	49192
2135016	53196
2135017	48672
2135018	40508
2135019	52624
2135101	41860
2135102	48828
2135103	36972
2135104	33904
2135105	36400
2135106	36920
2135107	35412
2135108	30420
2135109	34996
2135110	39520
2135111	
2135112	25896
2135113	33904
2135114	53248
2135115	40924
2135116	36712
2135117	31928
2135118	31928
2135119	34320
2135120	35828
2135121	36816
2135122	32968
2135123	43316
2135124	47528
2135125	37440
2135126	42068
2135127	36296
2135128	36348
2135201	60008
2135202	47684
2135203	51064
2135204	42796
2135205	49348
2135206	61620
2135207	50284
2135208	53456
2135209	50648
2135210	55692
2135211	43056
2135212	50856
2135213	61516
2135214	51324
2135215	53976
2135216	41704
2135217	38324
2135218	47944
2135219	36452
2135220	37960
2135221	46956
2135222	44564
2135223	44772
2135224	42328
2135225	56368
2135226	44044
2135227	
2135228	44772
2135229	55328
2135230	37128
2135231	47268
2135232	
2135301	33956
2135302	25792
2135303	37700
2135304	31720
2135305	38272
2135306	35464
2135307	36608
2135308	40716
2135310	41236
2135311	27612
2135312	28496
2135313	30732
2135314	26780
2135315	39052
2135317	34684
2135318	39624
2135319	31460
2135320	38740
2135322	31564
2135323	25896
2135324	29328
2135325	25220
2135326	36452
2135328	31980
2135330	29276
2135331	34892
2135332	29276
2135333	28600
2135334	39156
2135335	31772
