SA1_7DIGITCODE_2016	medianTotalFamilyIncome
1130835	105092
1130836	91780
1130837	88504
1130838	93964
1130839	99632
1130840	110916
1130841	
1130842	92300
1130843	95316
1130844	91416
1130845	91988
1130846	101816
1130847	112008
1130848	105040
1130849	90584
1130850	79248
1130851	75608
1130901	113724
1130902	124956
1130903	131976
1130904	116220
1130905	110500
1130906	105300
1130907	130884
1130908	119392
1130909	116220
1130910	123448
1130911	130884
1130912	132600
1130913	143000
1130914	129428
1130915	114192
1130916	141908
1130917	112216
1130918	120068
1130919	123136
1130920	136812
1130921	121628
1130922	139152
1130923	138632
1130924	120328
1130925	127192
1130926	136500
1130927	116064
1130928	141336
1130929	145704
1130930	133224
1130931	135772
1130932	124176
1130933	119860
1130934	117676
1130935	108732
1130936	125944
1131004	117780
1131005	112476
1131006	111332
1131007	120848
1131008	123032
1131011	111280
1131012	47476
1131013	126880
1131014	111072
1131015	109460
1131017	133224
1131018	159952
1131019	139724
1131020	134316
1131021	110500
1131022	121472
1131024	
1131025	120796
1131027	141908
1131030	128336
1131032	123968
1131033	142220
1131034	144508
1131035	141700
1131036	135460
1131037	145132
1131038	143832
1131039	128388
1131040	127920
1131041	133588
1131042	128492
1131043	141336
1131044	120692
1131045	130780
1131046	112008
1131047	131248
1131048	94224
1131049	146796
1131050	144508
1131051	133640
1131052	133900
1131053	123448
1131054	133068
1131055	140972
1131056	141908
1131057	133432
1131058	113152
1131059	144664
1131060	134212
1131061	132704
1131062	158340
1131063	134316
1131064	131196
1131065	136812
1131066	144976
1131067	151008
1131201	97448
1131203	133484
1131204	63752
1131205	82316
1131206	82836
1131207	93340
1131208	91884
1131209	93184
1131210	91884
1131211	72124
1131213	84500
1131214	84500
1131215	86840
1131216	101348
1131217	99112
1131218	76492
1131219	99112
1131220	115128
1131221	
1131222	79248
1131223	79248
1131225	
1131226	95628
1131227	89076
1131228	74724
1131229	62348
1131230	101816
1131231	115960
1131232	89648
1131233	99320
1131234	76076
1131235	87724
1131236	152464
1131237	
1131238	131456
1131239	139828
1131240	129168
1131241	123552
1131301	42328
1131302	48516
1131303	48724
1131304	39312
1131305	74152
1131306	54600
1131307	65884
1131308	46800
1131309	65624
1131310	80860
1131311	35724
1131312	38428
1131313	65884
1131314	57980
1131315	60632
1131316	41080
1131317	41340
1131318	57876
1131319	76648
1131320	63648
1131321	37700
1131322	47528
1131323	35724
1131324	
1131325	67704
1131326	93184
1131327	72748
1131328	82472
1131329	
1131330	49348
1131331	
1131332	61412
1131333	50856
1131334	84448
1131335	67340
1131336	58760
1131337	55692
1131338	74360
1131339	56836
1131340	67132
1131341	69732
1131342	63440
1131343	61152
1131344	
1131345	61256
1131346	61724
1131347	60892
1131348	78884
1131349	75244
1131350	61256
1131351	83044
1131352	63856
1131401	91572
1131402	87360
1131403	100048
1131404	108732
1131405	95836
1131406	104520
1131407	92768
1131408	107068
1131409	97500
1131410	91676
1131411	83928
1131412	95472
1131413	92612
1131414	97500
1131415	99112
1131416	73112
1131417	81796
1131418	
1131419	87048
1131420	
1131421	45500
1131422	94224
1131423	88348
1131501	87724
1131502	104676
1131503	94588
1131504	99892
1131505	120952
1131506	104468
1131507	95836
1131508	102960
1131509	76076
1131510	96200
1131511	100984
1131512	121108
1131513	93184
1131514	96772
1131515	93184
1131516	85956
1131517	86320
1131518	102752
1131519	86424
1131520	95316
1131521	87048
1131522	95472
1131523	113100
1131524	80704
1131525	95316
1131526	92612
1131527	98176
1131528	91520
1131529	93184
1131530	91624
1131531	101816
1131532	94224
1131533	86632
1131534	91936
1131535	91988
1131536	103428
1131537	88140
1131538	110084
1131539	92768
1131540	75504
1131541	88192
1131542	109824
1131543	102336
1131544	85540
1131545	87360
1131546	95004
1131601	
1131602	37024
1131603	50076
1131605	52416
1131606	60632
1131607	52780
1131608	50908
1131609	47372
1131610	53924
1131611	39728
1131612	54600
1131613	60632
1131614	68224
1131615	70408
1131616	51324
1131617	48672
1131618	42640
1131619	61256
1131620	71500
1131621	50232
1131622	87256
1131623	87724
1131624	56732
1131625	45656
1131626	65520
1131627	68692
1131628	46800
1131629	49712
1131630	64116
1131631	68796
1131632	46800
1131633	40508
1131634	58500
1131635	47944
1131636	45916
1131637	
1131638	54964
1131639	59072
1131640	52988
1131641	52572
1131642	107068
1131643	113984
1131644	112528
1131645	54184
1131646	122096
1131647	106600
1131648	108576
1131649	110604
1131650	
1131651	
1131701	
1131702	61984
1131703	81224
1131705	79612
1131706	52780
1131707	62140
1131708	65364
1131709	57824
1131710	76492
1131711	62972
1131712	67184
1131713	
1131714	61256
1131715	58968
1131716	
1131718	72176
1131719	69524
1131720	70460
1131721	68588
1131723	49868
1131724	86112
1131725	66196
1131726	72332
1131727	62088
1131728	93496
1131729	75608
1131730	72332
1131731	64168
1131732	52676
1131733	53092
1131734	49660
1131736	62816
1131737	63960
1131738	66872
1131739	76440
1131742	80808
1131744	82316
1131746	83304
1131747	69316
1131748	77116
1131749	59696
1131750	73216
1131751	68224
1131752	69108
1131753	71500
1131754	68224
1131755	51324
1131756	68224
1131757	69316
1131758	61724
1131759	62088
1131760	62244
1131761	49712
1131762	82316
1131801	
1131802	
1131803	
1131901	107796
1131902	96772
1131903	103324
1131904	101816
1131905	95524
1131906	117000
1131907	87984
1131908	112320
1131909	111228
1131910	
1131911	
1131912	81224
1131913	94796
1131914	94224
1131915	95056
1131916	83772
1131917	89024
1131918	78832
1131919	114972
1131920	
1131921	90064
1131922	86632
1131923	68224
1131924	91416
1131925	81536
1131926	108888
1131927	95628
1131928	95472
1131929	81484
1131930	68224
1131931	110500
1131932	81224
1131933	72748
1131934	91936
1131935	107900
1131936	119392
1131937	101036
1131938	79300
1131939	101816
1131940	107796
1131941	91884
1131942	100724
1131943	101816
1131944	117988
1131945	109200
1131946	90376
1131947	105144
1131948	88348
1132001	
1132002	
1132003	
1132102	120224
1132103	125840
1132104	137436
1132105	91988
1132106	98540
1132108	130832
1132109	117624
1132111	140972
1132112	99476
1132113	108992
1132114	99112
1132115	98540
1132116	127348
1132117	117000
1132118	127608
1132119	125944
1132120	
1132121	
1132122	
1132123	
1132124	120952
1132125	94224
1132126	141232
1132127	112996
1132128	128856
1132129	139724
1132130	127088
1132201	102336
1132202	92300
1132203	83824
1132204	100724
1132205	105196
1132206	97500
1132207	127764
1132208	105092
1132209	82472
1132210	86320
1132211	121004
1132212	84500
1132213	96668
1132214	107224
1132215	94484
1132216	138476
1132217	120744
1132218	89076
1132220	38948
1132221	69628
1132222	86892
1132223	63752
1132224	37388
1132225	108316
1132226	124176
1132227	88816
1132228	94692
1132229	96564
1132230	75348
1132231	69524
1132232	43316
1132233	61412
1132234	60736
1132235	92040
1132236	85072
1132237	106860
1132238	100724
1132239	96044
1132240	66456
1132241	63492
1132242	84500
1132243	89856
1132244	101504
1132245	105040
1132246	88816
1132247	80184
1132248	
1132249	126464
1132250	118456
1132251	115908
1132301	125632
1132302	114400
1132303	94692
1132304	135200
1132305	108316
1132306	39468
1132307	110448
1132308	40768
1132309	86632
1132310	68224
1132311	66924
1132312	69316
1132313	71500
1132314	104832
1132315	126724
1132316	136188
1132317	141908
1132318	88608
1132319	131248
1132320	112892
1132321	
1132322	69992
1132323	79092
1132324	
1132325	78520
1132326	88504
1132327	73632
1132328	89076
1132329	115544
1132401	
1132501	
1132601	115492
1132602	120224
1132603	110500
1132604	102648
1132605	82316
1132606	95004
1132607	135564
1132608	92924
1132609	91728
1132610	115544
1132611	106236
1132612	75816
1132613	135096
1132614	99632
1132615	105976
1132616	108316
1132617	114660
1132618	110500
1132619	91936
1132620	145548
1132621	113724
1132622	117000
1132624	107224
1132625	107224
1132626	105820
1132627	109564
1132628	114608
1132629	124072
1132630	127764
1132631	144612
1132632	99892
1132633	78520
1132634	95316
1132635	117000
1132636	97500
1132637	139724
1132638	119236
1132639	138268
1132640	74724
1132641	49348
1132642	92612
1132643	82836
1132644	76752
1132645	117000
1132646	97500
1132647	87724
1132648	92872
1132649	110500
1132650	118248
1132651	101088
1132652	102076
1132653	67600
1132654	110500
1132655	88348
1132656	124384
1132657	107224
1132658	162448
1132659	113516
1132660	104884
1132661	127608
1132662	104780
1132663	136500
1132664	148148
1132701	135200
1132702	149448
1132703	113412
1132704	149448
1132705	130572
1132706	102648
1132707	151060
1132708	141700
1132709	137228
1132710	185692
1132711	139412
1132712	150384
1132713	154336
1132714	130832
1132715	158600
1132716	135564
1132717	102336
1132718	151944
1132719	158184
1132720	184860
1132721	137228
1132722	171548
1132723	123448
1132724	134316
1132725	118820
1132726	119860
1132727	149448
1132728	121316
1132729	151632
1132730	132132
1132731	117676
1132732	134732
1132733	158132
1132734	123448
1132735	128648
1132736	138944
1132737	119028
1132738	124748
1132739	123136
1132740	159692
1132741	128440
1132742	167336
1132743	136500
1132744	147316
1132745	128492
1132746	175448
1132747	123448
1132748	114972
1132749	132184
1132750	146848
1132801	144352
1132802	113516
1132803	97500
1132804	119132
1132805	
1132806	115544
1132807	104884
1132808	112320
1132809	120692
1132810	94224
1132811	117000
1132812	120692
1132813	99632
1132814	112268
1132815	151060
1132816	
1132817	128856
1132818	94900
1132819	151632
1132820	147836
1132821	130884
1132822	121056
1132901	149448
1132902	250224
1132903	131456
1132904	127764
1132905	116272
1132906	273000
1132907	120224
1132908	143000
1132909	108940
1132910	173316
1132911	124384
1132912	191724
1132913	140088
1132914	227448
1132915	152724
1132916	193804
1132917	152724
1132918	86632
1132919	147316
1132920	146848
1132921	147680
1132922	187408
1132923	184600
1132924	236860
1132925	139724
1132926	157456
1132927	188500
1132928	139724
1133001	151840
1133003	109200
1133004	168064
1133005	153764
1133006	176540
1133007	134004
1133008	173524
1133009	148044
1133010	179088
1133011	164632
1133013	130780
1133014	
1133015	161044
1133016	154232
1133017	141544
1133018	168948
1133020	
1133021	71500
1133022	137228
1133023	141804
1133026	144820
1133027	145548
1133028	180076
1133029	143676
1133030	159484
1133031	171236
1133032	157924
1133033	161408
1133034	142116
1133035	136136
1133036	162500
1133037	183404
1133038	
1133039	151632
1133040	154648
1133041	165724
1133042	169000
1133043	123916
1133044	145132
1133045	132340
1133101	
1133102	151632
1133103	160004
1133105	137228
1133106	87724
1133107	119132
1133108	40404
1133109	134316
1133110	161564
1133111	145548
1133112	173316
1133113	127764
1133114	163592
1133115	100256
1133116	167128
1133117	145548
1133118	117884
1133119	165724
1133120	145340
1133121	195000
1133122	184132
1133123	119548
1133124	156780
1133125	157404
1133126	132860
1133127	147316
1133128	
1133129	131820
1133130	53300
1133131	45812
1133132	82316
1133133	70044
1133134	48516
1133135	184600
1133136	141544
1133137	177632
1133138	172224
1133139	137800
1133140	169000
1133141	108888
1133142	147316
1133143	168272
1133144	167544
1133201	136500
1133203	
1133204	140972
1133205	140400
1133206	133588
1133207	157040
1133208	139724
1133209	92612
1133210	178724
1133211	100724
1133212	157300
1133213	99112
1133214	
1133215	157820
1133216	127608
1133217	140608
1133218	133224
1133219	143000
1133220	135876
1133221	154336
1133222	99632
1133223	166400
1133224	158600
1133225	155064
1133226	149968
1133227	128492
1133228	135564
1133229	160004
1133230	136968
1133231	137800
1133232	123916
1133233	139100
1133234	155064
1133235	154960
1133236	164632
1133237	127348
1133238	153764
1133239	147316
1133240	133224
1133241	141700
1133242	179764
1133243	156884
1133244	155012
1133245	149136
1133246	147836
1133247	162500
1133248	123448
1133249	153088
1133250	115700
1133251	99632
1133252	94224
1133253	
1133254	
1133301	190632
1133302	158600
1133303	164632
1133304	237224
1133305	172224
1133306	149448
1133307	88192
1133308	126256
1133309	110500
1133310	137800
1133311	135564
1133312	139724
1133313	132860
1133314	174512
1133315	135200
1133316	146692
1133317	247000
1133318	175448
1133319	180336
1133320	182988
1133321	97500
1133322	139256
1133323	43940
1133324	117000
1133325	235872
1133326	68224
1133327	38324
1133328	61724
1133329	185536
1133330	183612
1133331	157820
1133332	193700
1133333	161876
1133334	133692
1133335	174512
1133336	117000
1133337	143000
1133338	127764
1133339	112632
1133340	235300
1133341	216632
1133342	204724
1133343	170404
1133344	210600
1133345	153504
1133346	99632
1133347	121680
1133348	183404
1133349	148876
1133401	154076
1133402	146224
1133403	135200
1133404	117000
1133405	126256
1133406	105612
1133408	134888
1133409	114920
1133410	160316
1133411	205608
1133413	117728
1133414	
1133416	211016
1133418	138112
1133419	188500
1133420	178724
1133421	107484
1133422	191724
1133423	106600
1133424	35724
1133425	93184
1133428	111800
1133429	73320
1133430	81224
1133431	144976
1133432	71500
1133433	106600
1133436	87048
1133437	126724
1133438	74984
1133439	74724
1133440	114088
1133441	70200
1133442	215436
1133443	74048
1133444	166400
1133445	125892
1133446	195884
1133447	105456
1133448	105300
1133449	117000
1133450	129064
1133451	147836
1133452	92248
1133453	61984
1133454	108316
1133455	87048
1133501	174512
1133502	134316
1133503	156884
1133504	175448
1133505	139984
1133506	124176
1133507	131976
1133508	48308
1133509	148148
1133510	138164
1133511	154336
1133512	54184
1133513	73320
1133514	138632
1133515	97500
1133516	105976
1133517	143000
1133518	115232
1133519	159692
1133520	58500
1133521	157976
1133522	145860
1133523	113256
1133524	
1133525	125632
1133526	118248
1133527	34164
1133528	111436
1133529	118612
1133530	131872
1133531	25740
1133532	115128
1133533	143000
1133534	183196
1133536	124072
1133537	138632
1133538	35516
1133539	147316
1133540	180336
1133541	172692
1133542	119860
1133543	154752
1133544	146224
1133601	
1133602	163436
1133603	193336
1133604	185432
1133605	158132
1133606	85540
1133607	105976
1133608	145756
1133609	35152
1133610	143000
1133611	152724
1133612	121004
1133613	226148
1133614	169884
1133615	172224
1133616	119392
1133617	121316
1133618	158860
1133619	131144
1133620	143624
1133621	174512
1133622	173316
1133623	124384
1133624	195000
1133625	166088
1133626	149448
1133628	143000
1133629	186316
1133630	198224
1133631	210184
1133632	140816
1133633	158340
1133634	166816
1133635	140400
1133636	137800
1133637	154076
1133638	189592
1133701	135980
1133702	60632
1133703	83980
1133704	185224
1133705	137436
1133706	164112
1133707	145392
1133708	70200
1133709	60892
1133710	118248
1133711	60736
1133713	69472
1133714	73112
1133716	76648
1133717	141336
1133718	125840
1133719	96096
1133720	
1133722	247000
1133723	175448
1133724	192088
1133725	231348
1133726	100724
1133727	198224
1133728	62816
1133729	198224
1133730	190632
1133731	
1133732	
1133733	56836
1133734	83564
1133735	57200
1133736	83564
1133737	73840
1133738	59228
1133739	
1133740	86112
1133741	
1133743	199836
1133744	151060
1133745	
1133746	123448
1133747	101816
1133748	124072
1133749	235144
1133750	
1133751	195000
1133752	112632
1133753	
1133754	192816
1133755	
1133756	80184
1133757	
1133758	72852
1133759	61724
1133760	103428
1133761	183404
1133801	34268
1133802	30368
1133803	140400
1133804	93184
1133805	55224
1133806	57200
1133808	134316
1133809	151372
1133810	117000
1133811	136968
1133812	104520
1133813	125632
1133814	103220
1133815	112164
1133816	150748
1133817	143624
1133818	138268
1133819	146692
1133821	117000
1133822	152048
1133823	124124
1133824	118716
1133825	116532
1133826	116272
1133827	108108
1133828	129220
1133829	117988
1133830	99216
1133831	119756
1133832	135616
1133833	136500
1133834	176384
1133835	170612
1133836	139984
1133837	50804
1133838	34632
1133839	40040
1133840	40092
1133841	44304
1133842	88504
1133843	128596
1133844	116168
1133845	113724
1133846	117000
1133847	125164
1133901	160316
1133902	167128
1133903	200148
1133904	151164
1133905	191100
1133906	187408
1133907	154336
1133908	189800
1133909	
1133910	175448
1133911	202540
1133912	202748
1133913	164632
1133914	159692
1133915	160316
1133916	
1133917	140400
1133918	169000
1133919	144404
1133920	190632
1133921	200512
1133922	122668
1133923	124748
1133924	114400
1133925	144612
1133926	158184
1133927	143000
1133928	212316
1133929	158600
1133930	185224
1133931	198224
1133932	190632
1133933	123968
1133934	127348
1133935	115336
1133936	117832
1133937	131872
1133938	132600
1133939	138996
1133940	135980
1133941	127348
1133942	109200
1133943	141908
1133944	170040
1133945	159224
1133946	201448
1133947	180076
1134001	152256
1134002	169000
1134003	153088
