SA1_7DIGITCODE_2016	MotorVehicles.min	occupied_private_dwellings
1102513	3	26
1102513	4	8
1102514		3
1102514	0	13
1102514	1	49
1102514	2	28
1102514	3	13
1102514	4	4
1102516		6
1102516	0	3
1102516	1	38
1102516	2	42
1102516	3	23
1102516	4	4
1102517		5
1102517	0	4
1102517	1	46
1102517	2	58
1102517	3	16
1102517	4	3
1102518		9
1102518	0	3
1102518	1	56
1102518	2	94
1102518	3	24
1102518	4	6
1102519	0	3
1102519	1	36
1102519	2	31
1102519	3	13
1102519	4	6
1102520		11
1102520	0	3
1102520	1	116
1102520	2	80
1102520	3	21
1102520	4	3
1102521		10
1102521	0	3
1102521	1	65
1102521	2	34
1102521	3	12
1102521	4	4
1102522		7
1102522	1	61
1102522	2	50
1102522	3	17
1102522	4	8
1102523		3
1102523	1	16
1102523	2	34
1102523	3	9
1102523	4	3
1102524	1	23
1102524	2	46
1102524	3	21
1102524	4	3
1102525		9
1102525	0	10
1102525	1	102
1102525	2	68
1102525	3	19
1102525	4	11
1102526		3
1102526	0	7
1102526	1	46
1102526	2	99
1102526	3	25
1102526	4	14
1102527		8
1102527	0	7
1102527	1	70
1102527	2	62
1102527	3	18
1102527	4	7
1102528		18
1102528	0	21
1102528	1	117
1102528	2	81
1102528	3	23
1102528	4	10
1102529		6
1102529	0	11
1102529	1	76
1102529	2	49
1102529	3	13
1102529	4	4
1102530		9
1102530	0	4
1102530	1	52
1102530	2	57
1102530	3	18
1102530	4	3
1102532		8
1102532	0	15
1102532	1	70
1102532	2	46
1102532	3	11
1102601		13
1102601	0	13
1102601	1	99
1102601	2	88
1102601	3	18
1102601	4	3
1102602		10
1102602	0	4
1102602	1	109
1102602	2	108
1102602	3	15
1102602	4	11
1102603		8
1102603	0	3
1102603	1	59
1102603	2	55
1102603	3	17
1102603	4	3
1102604		3
1102604	0	3
1102604	1	86
1102604	2	55
1102604	3	11
1102604	4	3
1102605		11
1102605	0	4
1102605	1	111
1102605	2	86
1102605	3	14
1102605	4	10
1102606		3
1102606	1	31
1102606	2	47
1102606	3	15
1102606	4	11
1102607		15
1102607	0	7
1102607	1	64
1102607	2	55
1102607	3	26
1102607	4	8
1102608		5
1102608	0	15
1102608	1	76
1102608	2	39
1102608	3	10
1102608	4	6
1102609		11
1102609	0	18
1102609	1	81
1102609	2	61
1102609	3	11
1102609	4	3
1102610		10
1102610	0	14
1102610	1	45
1102610	2	21
1102610	3	8
1102610	4	5
1102611	0	3
1102611	1	22
1102611	2	36
1102611	3	13
1102611	4	15
1102612		3
1102612	0	6
1102612	1	40
1102612	2	36
1102612	3	9
1102612	4	3
1102613		8
1102613	0	6
1102613	1	48
1102613	2	35
1102613	3	18
1102613	4	14
1102614		7
1102614	0	6
1102614	1	99
1102614	2	91
1102614	3	26
1102614	4	16
1102615		4
1102615	1	50
1102615	2	59
1102615	3	18
1102615	4	9
1102616		3
1102616	1	20
1102616	2	41
1102616	3	12
1102616	4	3
1102617		3
1102617	0	3
1102617	1	32
1102617	2	37
1102617	3	13
1102617	4	8
1102618	0	3
1102618	1	26
1102618	2	55
1102618	3	26
1102618	4	3
1102619		6
1102619	0	4
1102619	1	28
1102619	2	55
1102619	3	28
1102619	4	16
1102620		12
1102620	0	15
1102620	1	63
1102620	2	35
1102620	3	9
1102620	4	4
1102621		5
1102621	0	7
1102621	1	49
1102621	2	42
1102621	3	7
1102621	4	4
1102622		9
1102622	1	16
1102622	2	40
1102622	3	12
1102622	4	15
1102623		11
1102623	0	18
1102623	1	56
1102623	2	29
1102623	3	7
1102623	4	3
1102701		10
1102701	0	4
1102701	1	39
1102701	2	43
1102701	3	7
1102701	4	4
1102702		16
1102702	0	16
1102702	1	67
1102702	2	43
1102702	3	12
1102703	1	18
1102703	2	35
1102703	3	7
1102703	4	4
1102704		9
1102704	0	12
1102704	1	60
1102704	2	48
1102704	3	8
1102705		13
1102705	0	20
1102705	1	88
1102705	2	46
1102705	3	16
1102705	4	5
1102706		9
1102706	0	13
1102706	1	100
1102706	2	63
1102706	3	10
1102706	4	3
1102707		11
1102707	0	5
1102707	1	105
1102707	2	72
1102707	3	23
1102707	4	3
1102708		3
1102708	0	3
1102708	1	62
1102708	2	38
1102708	3	11
1102709		6
1102709	1	85
1102709	2	101
1102709	3	19
1102709	4	10
1102710		4
1102710	1	31
1102710	2	34
1102710	3	19
1102710	4	4
1102712		10
1102712	0	3
1102712	1	56
1102712	2	77
1102712	3	22
1102712	4	14
1102713		3
1102713	0	3
1102713	1	46
1102713	2	66
1102713	3	26
1102713	4	9
1102715	1	3
1102717		8
1102717	0	4
1102717	1	47
1102717	2	41
1102717	3	11
1102718		5
1102718	0	12
1102718	1	71
1102718	2	35
1102718	3	6
1102718	4	5
1102719		10
1102719	0	4
1102719	1	77
1102719	2	56
1102719	3	21
1102719	4	3
1102720		3
1102720	1	39
1102720	2	51
1102720	3	8
1102720	4	9
1102721		8
1102721	0	5
1102721	1	130
1102721	2	107
1102721	3	23
1102721	4	5
1102722	0	3
1102722	1	4
1102722	2	3
1102722	3	4
1102723	1	48
1102723	2	44
1102723	3	11
1102723	4	7
1102724		10
1102724	0	3
1102724	1	71
1102724	2	69
1102724	3	19
1102724	4	3
1102725		3
1102725	0	4
1102725	1	68
1102725	2	54
1102725	3	9
1102726		7
1102726	1	34
1102726	2	43
1102726	3	12
1102726	4	3
1102727		3
1102727	0	4
1102727	1	68
1102727	2	72
1102727	3	9
1102727	4	11
1102728		10
1102728	0	23
1102728	1	87
1102728	2	35
1102728	3	12
1102728	4	3
1102729		11
1102729	0	19
1102729	1	155
1102729	2	72
1102729	3	20
1102729	4	7
1102802		8
1102802	0	5
1102802	1	38
1102802	2	95
1102802	3	33
1102802	4	22
1102803		4
1102803	0	4
1102803	1	66
1102803	2	89
1102803	3	24
1102803	4	7
1102804		3
1102804	1	21
1102804	2	34
1102804	3	9
1102804	4	8
1102805	1	30
1102805	2	50
1102805	3	17
1102805	4	6
1102806		7
1102806	0	9
1102806	1	83
1102806	2	73
1102806	3	22
1102806	4	10
1102807		3
1102807	0	3
1102807	1	51
1102807	2	73
1102807	3	18
1102807	4	9
1102808		3
1102808	1	19
1102808	2	59
1102808	3	23
1102808	4	11
1102809	0	3
1102809	1	42
1102809	2	103
1102809	3	41
1102809	4	23
1102810		3
1102810	0	3
1102810	1	35
1102810	2	71
1102810	3	30
1102810	4	10
1102811		3
1102811	0	4
1102811	1	34
1102811	2	78
1102811	3	15
1102811	4	4
1102812	0	9
1102812	1	30
1102812	2	67
1102812	3	20
1102812	4	11
1102813		4
1102813	0	5
1102813	1	61
1102813	2	47
1102813	3	10
1102813	4	6
1102814		4
1102814	1	48
1102814	2	66
1102814	3	20
1102814	4	10
1102815		5
1102815	1	32
1102815	2	43
1102815	3	28
1102815	4	11
1102816		3
1102816	1	27
1102816	2	37
1102816	3	20
1102816	4	13
1102817		3
1102817	0	3
1102817	1	29
1102817	2	70
1102817	3	15
1102817	4	7
1102818	1	25
1102818	2	68
1102818	3	27
1102818	4	9
1102901		3
1102901	1	29
1102901	2	48
1102901	3	23
1102901	4	8
1102902	1	43
1102902	2	49
1102902	3	15
1102902	4	3
1102903		6
1102903	0	3
1102903	1	41
1102903	2	83
1102903	3	21
1102903	4	7
1102904		4
1102904	0	5
1102904	1	49
1102904	2	80
1102904	3	29
1102904	4	16
1102905		3
1102905	1	41
1102905	2	57
1102905	3	15
1102905	4	12
1102906		3
1102906	1	35
1102906	2	36
1102906	3	12
1102906	4	8
1102907		3
1102907	0	4
1102907	1	35
1102907	2	37
1102907	3	21
1102907	4	8
1102908		6
1102908	0	3
1102908	1	42
1102908	2	65
1102908	3	20
1102908	4	17
1102909		6
1102909	0	3
1102909	1	46
1102909	2	68
1102909	3	17
1102909	4	9
1102910		6
1102910	0	3
1102910	1	31
1102910	2	60
1102910	3	32
1102910	4	22
1102911		3
1102911	0	6
1102911	1	64
1102911	2	67
1102911	3	22
1102911	4	4
1102912		4
1102912	0	3
1102912	1	57
1102912	2	80
1102912	3	15
1102912	4	8
1102913	1	10
1102913	2	46
1102913	3	28
1102913	4	10
1102914		3
1102914	1	17
1102914	2	31
1102914	3	22
1102914	4	22
1102915	1	31
1102915	2	96
1102915	3	27
1102915	4	11
1102916		3
1102916	0	3
1102916	1	39
1102916	2	52
1102916	3	20
1102916	4	15
1102917	1	30
1102917	2	36
1102917	3	11
1102917	4	4
1102918	0	5
1102918	1	33
1102918	2	66
1102918	3	17
1102918	4	13
1102919		15
1102919	0	18
1102919	1	118
1102919	2	47
1102919	3	6
1102922	1	23
1102922	2	77
1102922	3	23
1102922	4	18
1102923	1	31
1102923	2	59
1102923	3	16
1102923	4	8
1102924		4
1102924	1	26
1102924	2	68
1102924	3	29
1102924	4	22
1102925		7
1102925	0	4
1102925	1	72
1102925	2	82
1102925	3	22
1102925	4	15
1102926		3
1102926	0	3
1102926	1	13
1102926	2	54
1102926	3	22
1102926	4	9
1102927	0	9
1102927	1	70
1102927	2	100
1102927	3	25
1102927	4	16
1102928		21
1102928	0	50
1102928	1	230
1102928	2	60
1102928	3	16
1102928	4	9
1103002		6
1103002	1	23
1103002	2	68
1103002	3	39
1103002	4	44
1103003	0	17
1103003	1	17
1103003	2	30
1103003	3	9
1103003	4	4
1103004		8
1103004	0	3
1103004	1	29
1103004	2	39
1103004	3	21
1103004	4	18
1103005		10
1103005	1	10
1103005	2	23
1103005	3	21
1103005	4	22
1103006	1	20
1103006	2	52
1103006	3	22
1103006	4	28
1103007		6
1103007	1	15
1103007	2	56
1103007	3	23
1103007	4	22
1103008		5
1103008	0	4
1103008	1	14
1103008	2	28
1103008	3	11
1103008	4	7
1103009		5
1103009	0	3
1103009	1	27
1103009	2	40
1103009	3	23
1103009	4	17
1103010		10
1103010	0	13
1103010	1	70
1103010	2	55
1103010	3	12
1103010	4	16
1103011		8
1103011	0	9
1103011	1	84
1103011	2	67
1103011	3	33
1103011	4	12
1103012		6
1103012	0	3
1103012	1	39
1103012	2	72
1103012	3	29
1103012	4	8
1103013	2	4
1103014		11
1103014	1	15
1103014	2	57
1103014	3	30
1103014	4	31
1103101	0	3
1103101	1	36
1103101	2	51
1103101	3	14
1103101	4	15
1103102		3
1103102	0	10
1103102	1	57
1103102	2	21
1103102	3	3
1103102	4	8
1103103		14
1103103	0	40
1103103	1	172
1103103	2	18
1103104		24
1103104	0	80
1103104	1	136
1103104	2	35
1103104	4	4
1103105		4
1103105	0	7
1103105	1	73
1103105	2	64
1103105	3	23
1103105	4	7
1103106		3
1103106	0	5
1103106	1	28
1103106	2	32
1103106	3	11
1103106	4	5
1103107	2	5
1103107	3	3
1103108	1	12
1103108	2	41
1103108	3	16
1103108	4	7
1103109	1	24
1103109	2	28
1103109	3	16
1103109	4	14
1103110		7
1103110	0	3
1103110	1	76
1103110	2	59
1103110	3	17
1103110	4	9
1103111		6
1103111	0	4
1103111	1	51
1103111	2	53
1103111	3	14
1103111	4	8
1103112	1	6
1103112	2	23
1103112	3	9
1103112	4	10
1103113	1	17
1103113	2	63
1103113	3	34
1103113	4	26
1103114	0	3
1103114	1	17
1103114	2	69
1103114	3	28
1103114	4	21
1103115	1	15
1103115	2	67
1103115	3	38
1103115	4	29
1103116		3
1103116	1	38
1103116	2	55
1103116	3	29
1103116	4	16
1103117		3
1103117	0	6
1103117	1	46
1103117	2	56
1103117	3	23
1103117	4	3
1103118		8
1103118	1	16
1103118	2	42
1103118	3	26
1103118	4	20
1103119		8
1103119	0	4
1103119	1	24
1103119	2	54
1103119	3	27
1103119	4	15
1103120		4
1103120	0	3
1103120	1	41
1103120	2	61
1103120	3	15
1103120	4	12
1103121	1	39
1103121	2	38
1103121	3	18
1103121	4	3
1103122		3
1103122	0	13
1103122	1	53
1103122	2	68
1103122	3	19
1103122	4	3
1103123		13
1103123	0	20
1103123	1	64
1103123	2	38
1103123	3	11
1103123	4	4
1103124		5
1103124	0	3
1103124	1	45
1103124	2	58
1103124	3	19
1103124	4	4
1103125	0	4
1103125	1	47
1103125	2	35
1103125	3	14
1103126		26
1103126	0	52
1103126	1	160
1103126	2	24
1103127		4
1103127	0	3
1103127	1	23
1103127	2	42
1103127	3	19
1103127	4	19
1103128	0	7
1103128	1	7
1103128	2	17
1103128	3	6
1103128	4	4
1103129		4
1103129	0	3
1103129	1	41
1103129	2	98
1103129	3	24
1103129	4	15
1103130		3
1103130	0	5
1103130	1	25
1103130	2	39
1103130	3	14
1103130	4	10
1103131		21
1103131	0	92
1103131	1	239
1103131	2	29
1103131	3	3
1103133	1	35
1103133	2	73
1103133	3	27
1103133	4	9
1103134		7
1103134	0	3
1103134	1	53
1103134	2	66
1103134	3	23
1103134	4	7
1103135		3
1103135	0	7
1103135	1	54
1103135	2	49
1103135	3	29
1103135	4	5
1103136		5
1103136	0	8
1103136	1	45
1103136	2	65
1103136	3	13
1103136	4	8
1103137		4
1103137	0	27
1103137	1	24
1103137	2	3
1103138		3
1103138	0	8
1103138	1	95
1103138	2	66
1103138	3	23
1103138	4	11
1103201	0	8
1103201	1	46
1103201	2	52
1103201	3	22
1103201	4	7
1103202		8
1103202	0	20
1103202	1	67
1103202	2	57
1103202	3	8
1103202	4	8
1103203		8
1103203	1	66
1103203	2	124
1103203	3	32
1103203	4	12
1103204		15
1103204	0	48
1103204	1	111
1103204	2	74
1103204	3	16
1103204	4	3
1103205	0	20
1103205	1	50
1103205	2	21
1103205	3	3
1103205	4	3
1103206	1	3
1103206	2	3
1103206	3	3
1103207		8
1103207	0	9
1103207	1	63
1103207	2	51
1103207	3	3
1103208		7
1103208	0	36
1103208	1	123
1103208	2	50
1103208	3	7
1103208	4	3
1103210		3
1103210	0	9
1103210	1	32
1103210	2	19
1103210	3	9
1103210	4	4
1103211		4
1103211	0	13
1103211	1	73
1103211	2	90
1103211	3	17
1103211	4	10
1103212		8
1103212	0	4
1103212	1	69
1103212	2	54
1103212	3	29
1103212	4	4
1103213	1	4
1103213	2	13
1103213	3	8
1103213	4	4
1103214		5
1103214	0	4
1103214	1	93
1103214	2	82
1103214	3	32
1103214	4	9
1103215	0	4
1103215	1	25
1103215	2	32
1103215	3	9
1103215	4	4
1103216		4
1103216	0	4
1103216	1	50
1103216	2	36
1103216	3	8
1103216	4	13
1103217		3
1103217	1	33
1103217	2	30
1103217	3	3
1103218	1	55
1103218	2	64
1103218	3	17
1103218	4	14
1103219		6
1103219	0	7
1103219	1	82
1103219	2	58
1103219	3	9
1103220		6
1103220	0	15
1103220	1	107
1103220	2	37
1103220	3	11
1103220	4	3
1103221	0	12
1103221	1	80
1103221	2	39
1103221	3	3
1103224		6
1103224	0	42
1103224	1	123
1103224	2	38
1103225	0	3
1103225	1	26
1103225	2	34
1103225	3	13
1103225	4	11
1103226		3
1103226	0	17
1103226	1	71
1103226	2	26
1103226	4	3
1103227		15
1103227	0	60
1103227	1	101
1103227	2	44
1103227	3	16
1103227	4	5
1103228		20
1103228	0	78
1103228	1	183
1103228	2	78
1103228	3	8
1103228	4	5
1103229		14
1103229	0	39
1103229	1	109
1103229	2	34
1103229	3	14
1103229	4	3
1103230		23
1103230	0	44
1103230	1	119
1103230	2	52
1103230	3	12
1103230	4	5
1103231		10
1103231	0	10
1103231	1	119
1103231	2	48
1103231	3	13
1103231	4	3
1103232		7
1103232	0	7
1103232	1	67
1103232	2	57
1103232	3	22
1103232	4	13
1103233		3
1103233	0	3
1103233	1	26
1103233	2	51
1103233	3	17
1103233	4	9
1103234		10
1103234	1	85
1103234	2	118
1103234	3	32
1103234	4	10
1103235		14
1103235	0	28
1103235	1	80
1103235	2	40
1103235	3	13
1103235	4	3
1103236		15
1103236	0	38
1103236	1	105
1103236	2	27
1103236	3	3
1103236	4	3
1103237		11
1103237	0	21
1103237	1	73
1103237	2	31
1103237	3	10
1103237	4	3
1103238		3
1103238	1	30
1103238	2	61
1103238	3	20
1103238	4	12
1103239		8
1103239	0	17
1103239	1	124
1103239	2	81
1103239	3	20
1103239	4	10
1103240		13
1103240	0	60
1103240	1	73
1103240	2	35
1103240	3	3
1103240	4	3
1103241		3
1103241	0	22
1103241	1	100
1103241	2	52
1103241	3	5
1103242		33
1103242	0	66
1103242	1	136
1103242	2	81
1103242	3	9
1103242	4	7
1103243		9
1103243	0	11
1103243	1	60
1103243	2	68
1103243	3	30
1103243	4	11
1103244		22
1103244	0	76
1103244	1	120
1103244	2	44
1103244	3	10
1103244	4	9
1103245		3
1103245	0	39
1103245	1	81
1103245	2	29
1103246	0	3
1103246	1	32
1103246	2	48
1103246	3	19
1103246	4	11
1103247		5
1103247	1	19
1103247	2	62
1103247	3	31
1103247	4	9
1103248		6
1103248	0	37
1103248	1	94
1103248	2	39
1103248	3	8
1103248	4	3
1103301		3
1103301	1	13
1103301	2	28
1103301	3	21
1103301	4	5
1103302		6
1103302	0	3
1103302	1	59
1103302	2	73
1103302	3	17
1103302	4	6
1103303		3
1103303	0	3
1103303	1	34
1103303	2	55
1103303	3	26
1103303	4	7
1103304		3
1103304	0	3
1103304	1	25
1103304	2	45
1103304	3	12
1103304	4	15
1103305	0	4
1103305	1	26
1103305	2	39
1103305	3	13
1103305	4	12
1103306	0	3
1103306	1	17
1103306	2	42
1103306	3	16
1103306	4	9
1103307	1	29
1103307	2	27
1103307	3	4
1103307	4	8
1103308	0	3
1103308	1	30
1103308	2	69
1103308	3	16
1103308	4	8
1103309		3
1103309	3	3
1103310		5
1103310	1	17
1103310	2	47
1103310	3	15
1103310	4	10
1103311	0	3
1103311	1	29
1103311	2	55
1103311	3	21
1103311	4	11
1103312		10
1103312	1	15
1103312	2	51
1103312	3	13
1103312	4	10
1103313		3
1103313	0	5
1103313	1	23
1103313	2	37
1103313	3	17
1103313	4	12
1103314		5
1103314	0	4
1103314	1	30
1103314	2	48
1103314	3	15
1103314	4	10
1103315	0	3
1103315	1	58
1103315	2	109
1103315	3	45
1103315	4	24
1103317		5
1103317	1	58
1103317	2	67
1103317	3	25
1103317	4	19
1103318	1	21
1103318	2	20
1103318	3	15
1103318	4	3
1103319	0	5
1103319	1	33
1103319	2	62
1103319	3	19
1103319	4	5
1103401		3
1103401	0	11
1103401	1	42
1103401	2	62
1103401	3	11
1103401	4	8
1103402		5
1103402	0	9
1103402	1	54
1103402	2	47
1103402	3	20
1103402	4	4
1103403		12
1103403	0	19
1103403	1	80
1103403	2	71
1103403	3	33
1103403	4	11
1103404		3
1103404	0	3
1103404	1	50
1103404	2	29
1103404	3	18
1103404	4	5
1103405		3
1103405	0	8
1103405	1	42
1103405	2	48
1103405	3	31
1103405	4	3
1103406		3
1103406	1	26
1103406	2	19
1103406	3	7
1103406	4	7
1103407	1	10
1103407	2	33
1103407	3	13
1103407	4	23
1103408		4
1103408	0	4
1103408	1	29
1103408	2	34
1103408	3	16
1103408	4	19
1103409	0	4
1103409	1	39
1103409	2	50
1103409	3	19
1103409	4	12
1103410		3
1103410	0	6
1103410	1	60
1103410	2	59
1103410	3	18
1103410	4	6
1103411		7
1103411	0	3
1103411	1	51
1103411	2	70
1103411	3	22
1103411	4	12
1103412		3
1103412	0	3
1103412	1	64
1103412	2	70
1103412	3	28
1103412	4	12
1103413		3
1103413	0	4
1103413	1	34
1103413	2	59
1103413	3	15
1103413	4	11
1103414		12
1103414	0	26
1103414	1	93
1103414	2	45
1103414	3	13
1103415		6
1103415	0	16
1103415	1	60
1103415	2	18
1103415	3	7
1103416		10
1103416	0	23
1103416	1	75
1103416	2	55
1103416	3	15
1103416	4	10
1103417		6
1103417	0	42
1103417	1	88
1103417	2	44
1103417	3	11
1103417	4	5
1103418		23
1103418	0	60
1103418	1	254
1103418	2	24
1103418	4	3
1103419		3
1103419	0	3
1103419	1	27
1103419	2	48
1103419	3	17
1103419	4	7
1103501		3
1103501	0	5
1103501	1	71
1103501	2	73
1103501	3	35
1103501	4	27
1103502		3
1103502	0	10
1103502	1	57
1103502	2	39
1103502	3	14
1103502	4	3
1103503	1	46
1103503	2	86
1103503	3	23
1103503	4	8
1103504		8
1103504	0	8
1103504	1	38
1103504	2	68
1103504	3	21
1103504	4	7
1103505	0	3
1103505	1	35
1103505	2	54
1103505	3	19
1103505	4	21
1103506		7
1103506	0	3
1103506	1	42
1103506	2	80
1103506	3	33
1103506	4	18
1103507	0	14
1103507	1	38
1103507	2	49
1103507	3	9
1103507	4	6
1103508		6
1103508	1	26
1103508	2	61
1103508	3	33
1103508	4	17
1103509	0	3
1103509	1	43
1103509	2	63
1103509	3	19
1103510		3
1103510	0	10
1103510	1	52
1103510	2	68
1103510	3	19
1103510	4	11
1103511		3
1103511	0	5
1103511	1	62
1103511	2	76
1103511	3	17
1103511	4	15
1103512	0	7
1103512	1	40
1103512	2	49
1103512	3	15
1103512	4	4
1103513		4
1103513	0	4
1103513	1	32
1103513	2	43
1103513	3	17
1103513	4	9
1103514		8
1103514	0	3
1103514	1	43
1103514	2	52
1103514	3	11
1103514	4	9
1103515		3
1103515	0	6
1103515	1	33
1103515	2	35
1103515	3	7
1103515	4	3
1103516	0	6
1103516	1	37
1103516	2	26
1103516	3	7
1103516	4	5
1103517	2	7
1103517	3	4
1103601	1	20
1103601	2	29
1103601	3	17
1103601	4	10
1103602	1	15
1103602	2	37
1103602	3	13
1103602	4	9
1103603		3
1103603	0	4
1103603	1	47
1103603	2	89
1103603	3	20
1103603	4	10
1103604	0	4
1103604	1	21
1103604	2	44
1103604	3	15
1103604	4	16
1103605	0	5
1103605	1	29
1103605	2	64
1103605	3	11
1103605	4	15
1103606		4
1103606	0	4
1103606	1	26
1103606	2	41
1103606	3	11
1103606	4	5
1103607	1	4
1103607	2	29
1103607	3	10
1103607	4	14
1103608		5
1103608	0	15
1103608	1	84
1103608	2	37
1103608	3	13
1103608	4	6
1103609	1	21
1103609	2	64
1103609	3	22
1103609	4	8
1103610		10
1103610	0	25
1103610	1	60
1103610	2	74
1103610	3	19
1103610	4	16
1103611		7
1103611	1	33
1103611	2	51
1103611	3	21
1103611	4	7
1103612	0	9
1103612	1	30
1103612	2	23
1103612	3	4
1103613		3
1103613	1	31
1103613	2	48
1103613	3	22
1103613	4	14
1103614		6
1103614	0	3
1103614	1	49
1103614	2	56
1103614	3	26
1103614	4	24
1103615	1	28
1103615	2	27
1103615	3	15
1103615	4	6
1103616	0	3
1103616	1	22
1103616	2	37
1103616	3	23
1103616	4	11
1103617	0	6
1103617	1	24
1103617	2	48
1103617	3	14
1103617	4	25
1103618	1	11
1103618	2	32
1103618	3	17
1103618	4	10
1103619		3
1103619	0	3
1103619	1	66
1103619	2	67
1103619	3	22
1103619	4	10
1103620		3
1103620	0	16
1103620	1	97
1103620	2	68
1103620	3	4
1103620	4	3
1103621	1	55
1103621	2	79
1103621	3	30
1103621	4	17
1103622	0	4
1103622	1	29
1103622	2	47
1103622	3	12
1103622	4	11
1103701		9
1103701	0	23
1103701	1	99
1103701	2	97
1103701	3	23
1103701	4	5
1103702		3
1103702	0	8
1103702	1	78
1103702	2	64
1103702	3	23
1103702	4	7
1103703		5
1103703	0	21
1103703	1	130
1103703	2	90
1103703	3	17
1103703	4	8
1103704		3
1103704	1	38
1103704	2	33
1103704	3	12
1103704	4	3
1103705		7
1103705	0	9
1103705	1	52
1103705	2	66
1103705	3	29
1103705	4	12
1103706		3
1103706	0	15
1103706	1	56
1103706	2	50
1103706	3	14
1103706	4	4
1103707		3
1103707	0	3
1103707	1	52
1103707	2	73
1103707	3	25
1103707	4	16
1103708		3
1103708	0	3
1103708	1	39
1103708	2	41
1103708	3	11
1103708	4	3
1103709		3
1103709	0	14
1103709	1	98
1103709	2	93
1103709	3	21
1103709	4	17
1103710		3
1103710	0	9
1103710	1	56
1103710	2	60
1103710	3	9
1103710	4	6
1103711		3
1103711	0	7
1103711	1	42
1103711	2	52
1103711	3	15
1103711	4	5
1103712		3
1103712	0	9
1103712	1	38
1103712	2	41
1103712	3	14
1103712	4	10
1103713		18
1103713	0	31
1103713	1	70
1103713	2	56
1103713	3	23
1103713	4	6
1103714		8
1103714	0	4
1103714	1	64
1103714	2	64
1103714	3	21
1103714	4	12
1103801		5
1103801	1	36
1103801	2	66
1103801	3	26
1103801	4	10
1103802		3
1103802	0	3
1103802	1	31
1103802	2	83
1103802	3	29
1103802	4	11
1103803		3
1103803	0	8
1103803	1	43
1103803	2	58
1103803	3	15
1103803	4	9
1103804		3
1103804	0	10
1103804	1	70
1103804	2	78
1103804	3	28
1103804	4	12
1103805	1	27
1103805	2	53
1103805	3	10
1103805	4	3
1103806		8
1103806	0	11
1103806	1	53
1103806	2	41
1103806	3	17
1103806	4	5
1103807		3
1103807	1	48
1103807	2	66
1103807	3	17
1103807	4	11
1103808		14
1103808	0	26
1103808	1	119
1103808	2	11
1103809		4
1103809	0	4
1103809	1	55
1103809	2	83
1103809	3	30
1103809	4	19
1103810	1	26
1103810	2	53
1103810	3	13
1103810	4	15
1103811	1	43
1103811	2	81
1103811	3	19
1103811	4	14
1103812		3
1103812	0	3
1103812	1	36
1103812	2	55
1103812	3	19
1103812	4	8
1103813		3
1103813	0	7
1103813	1	51
1103813	2	81
1103813	3	31
1103813	4	16
1103814		11
1103814	0	15
1103814	1	53
1103814	2	70
1103814	3	21
1103814	4	16
1103815		3
1103815	0	6
1103815	1	38
1103815	2	60
1103815	3	15
1103815	4	3
1103816		5
1103816	0	3
1103816	1	37
1103816	2	71
1103816	3	19
1103816	4	7
1103817		4
1103817	0	5
1103817	1	36
1103817	2	54
1103817	3	19
1103817	4	8
1103901		3
1103901	1	64
1103901	2	103
1103901	3	28
1103901	4	27
1103902		7
1103902	1	26
1103902	2	67
1103902	3	14
1103902	4	13
1103903		3
1103903	1	34
1103903	2	45
1103903	3	14
1103903	4	7
1103904		3
1103904	0	3
1103904	1	50
1103904	2	91
1103904	3	38
1103904	4	15
1103905		5
1103905	0	3
1103905	1	38
1103905	2	53
1103905	3	26
1103905	4	17
1103906	0	15
1103906	1	77
1103906	2	69
1103906	3	26
1103906	4	7
1103908		3
1103908	1	25
1103908	2	81
1103908	3	26
1103908	4	7
1103909		5
1103909	0	14
1103909	1	99
1103909	2	102
1103909	3	22
1103909	4	7
1103911		3
1103911	0	4
1103911	1	72
1103911	2	89
1103911	3	31
1103911	4	11
1103912		3
1103912	0	5
1103912	1	69
1103912	2	97
1103912	3	24
1103912	4	14
1103913	0	3
1103913	1	63
1103913	2	104
1103913	3	27
1103913	4	12
1103914	1	29
1103914	2	63
1103914	3	12
1103914	4	9
1103915		3
1103915	1	45
1103915	2	71
1103915	3	22
1103915	4	18
1103916		3
1103916	0	3
1103916	1	60
1103916	2	70
1103916	3	30
1103916	4	10
1103917		3
1103917	0	5
1103917	1	32
1103917	2	54
1103917	3	15
1103917	4	7
1103918	1	40
1103918	2	86
1103918	3	27
1103918	4	18
1103919		10
1103919	0	29
1103919	1	91
1103919	2	44
1103919	3	14
1103919	4	4
1103920		4
1103920	0	8
1103920	1	100
1103920	2	100
1103920	3	24
1103920	4	8
1103921		3
1103921	0	4
1103921	1	63
1103921	2	102
1103921	3	32
1103921	4	16
1103922	1	36
1103922	2	74
1103922	3	35
1103922	4	23
1103923		4
1103923	1	12
1103923	2	34
1103923	3	17
1103923	4	19
1103924		8
