SA1_7DIGITCODE_2016	medianTotalHouseholdIncome
3115204	48152
3115205	48308
3115206	30420
3115207	43888
3115208	44720
3115209	39624
3115210	41132
3115211	43784
3115212	59124
3115213	43472
3115214	58500
3115301	80340
3115302	71500
3115303	75556
3115304	97500
3115305	86112
3115306	76960
3115307	
3115308	60632
3115309	63024
3115310	84500
3115311	113880
3115312	69524
3115313	61724
3115314	81692
3115315	78676
3115316	90584
3115317	81224
3115318	105092
3115319	104572
3115401	51584
3115403	59072
3115404	39208
3115405	61724
3115406	40924
3115407	51376
3115408	35724
3115409	25740
3115410	78624
3115411	66456
3115412	38324
3115413	42172
3115414	39520
3115415	51220
3115416	46072
3115417	38376
3115501	50544
3115502	56524
3115503	52520
3115504	85592
3115505	69732
3115506	47164
3115507	52624
3115508	63440
3115509	92976
3115510	
3115511	69004
3115512	67340
3115601	127972
3115602	112268
3115603	104780
3115604	58864
3115605	85384
3115606	72280
3115607	53872
3115608	73996
3115609	64584
3115610	66872
3115611	62868
3115612	
3115613	49816
3115614	54184
3115615	43732
3115616	98540
3115617	90480
3115618	64324
3115619	125892
3115620	92612
3115621	104936
3115622	83876
3115623	28340
3115701	51168
3115702	39624
3115703	67756
3115704	78572
3115705	43732
3115706	44928
3115707	41184
3115708	54184
3115709	62504
3115710	
3115711	59436
3115712	45500
3115801	60632
3115802	68692
3115803	88816
3115804	59956
3115805	58500
3115806	40508
3115807	41964
3115808	54600
3115809	76648
3115810	71032
3115811	47424
3115812	78884
3115813	66924
3115814	51324
3115815	40924
3115816	58500
3115901	60476
3115902	58500
3115903	45032
3115904	46124
3115905	86632
3115906	56316
3115907	60476
3115908	50492
3115909	50232
3115910	44876
3115911	46280
3115912	45604
3115913	49348
3115914	38792
3115915	63336
3115916	46800
3115917	52624
3115918	48048
3115919	50648
3115920	52572
3115921	34840
3115922	43836
3115923	61048
3115924	74152
3115925	55588
3115926	50648
3115927	60112
3115928	48256
3115929	48360
3115930	53404
3116001	52728
3116002	42224
3116003	44616
3116004	45188
3116005	61724
3116006	65780
3116007	69836
3116008	65936
3116009	56940
3116010	47788
3116011	59228
3116012	100724
3116013	
3116014	55588
3116015	47164
3116016	
3116017	63180
3116018	76180
3116019	57460
3116020	65832
3116021	67600
3116023	52624
3116024	52728
3116025	69524
3116026	50492
3116101	65780
3116102	72748
3116103	54756
3116104	
3116105	53248
3116106	
3116107	47944
3116108	
3116109	60320
3116110	54756
3116111	51688
3116112	56264
3116113	46384
3116114	57096
3116115	
3116116	48932
3116117	38272
3116118	37024
3116119	56472
3116120	65520
3116121	58500
3116122	49504
3116123	40612
3116124	58812
3116125	54184
3116126	45760
3116127	57564
3116128	73892
3116129	69316
3116130	52624
3116131	68900
3116132	79456
3116133	81224
3116134	61256
3116135	66924
3116136	45032
3116137	
3116138	
3116139	
3116140	66196
3116141	55900
3116201	
3116301	57044
3116302	60736
3116401	39104
3116402	40508
3116403	59280
3116404	59332
3116405	52416
3116406	49556
3116407	62920
3116408	29900
3116409	40248
3116410	49660
3116411	50232
3116412	48984
3116413	81796
3116414	64064
3116415	71136
3116416	91572
3116417	43992
3116418	
3116419	53092
3116420	35360
3116501	69836
3116502	83824
3116503	65520
3116505	79976
3116506	62972
3116508	65260
3116509	76336
3116510	85748
3116511	71500
3116512	56576
3116513	85904
3116514	56108
3116515	40924
3116516	59748
3116601	44720
3116602	73840
3116603	54236
3116604	41288
3116605	47528
3116606	50024
3116607	36192
3116608	33384
3116609	43888
3116610	59488
3116611	56524
3116612	40352
3116613	53352
3116614	56212
3116615	46800
3116616	47164
3116617	81588
3116618	50596
3116619	68224
3116620	59072
3116622	63856
3116623	81224
3116624	69628
3116625	45552
3116626	75192
3116627	65832
3116701	39884
3116702	36244
3116703	37128
3116704	46800
3116705	39000
3116706	39832
3116707	47164
3116708	40092
3116709	42796
3116710	40768
3116711	42016
3116712	55224
3116713	43576
3116714	38012
3116715	38948
3116717	40924
3116801	
3116802	
3116803	47944
3116804	
3116805	39936
3116806	51532
3116807	76336
3116808	52624
3116809	59956
3116810	59072
3116811	71500
3116812	59644
3116813	56316
3116814	70408
3116815	49348
3116901	37024
3116902	50908
3116903	53196
3116904	48984
3116905	51688
3116906	50180
3116907	63856
3116908	54184
3116909	47632
3116910	61204
3116911	58032
3116912	
3116913	75816
3116914	51428
3116915	54600
3116916	74724
3116917	57408
3116918	55224
3116919	64532
3116920	38740
3116921	45292
3116922	54600
3116923	53872
3116924	45240
3116925	46800
3116926	60632
3116927	62504
3116928	73112
3116929	53612
3116930	59748
3117002	56316
3117003	71188
3117004	41392
3117005	51220
3117006	71136
3117007	54184
3117008	58500
3117009	83200
3117010	59956
3117011	45760
3117012	31304
3117013	39624
3117014	49816
3117015	44616
3117016	43056
3117017	74412
3117018	73216
3117019	65936
3117020	45292
3117021	42900
3117022	39884
3117023	56316
3117024	63752
3117025	71500
3117026	91988
3117101	75504
3117102	69732
3117103	56056
3117104	62452
3117105	72124
3117106	59384
3117107	54184
3117108	48828
3117109	45032
3117110	66300
3117111	77116
3117112	71500
3117113	88816
3117114	
3117201	56992
3117202	65780
3117203	49816
3117204	97500
3117205	76388
3117206	72956
3117207	56680
3117208	56316
3117209	43940
3117210	54444
3117211	114296
3117212	106184
3117213	70928
3117214	58500
3117215	65624
3117216	89648
3117217	56836
3117219	78364
3117220	75504
3117301	105040
3117302	104676
3117303	76440
3117304	46800
3117305	66612
3117306	60892
3117307	51428
3117308	70252
3117309	91780
3117310	59228
3117311	88608
3117312	80756
3117313	67132
3117314	66768
3117316	112840
3117317	60008
3117318	69940
3117319	56836
3117320	87724
3117321	94224
3117401	37388
3117402	38012
3117403	46800
3117404	46800
3117405	58500
3117406	63336
3117407	81224
3117408	62348
3117409	75452
3117410	64376
3117411	59020
3117412	52936
3117413	38740
3117501	59644
3117502	60112
3117503	55224
3117504	53508
3117505	50908
3117506	58500
3117507	70980
3117508	67600
3117509	68900
3117510	87724
3117511	63648
3117512	76232
3117602	89076
3117603	85956
3117604	83928
3117605	82836
3117606	60112
3117607	66976
3117608	62816
3117609	94900
3117610	61256
3117611	74412
3117612	78520
3117613	79248
3117614	72020
3117615	79924
3117616	102024
3117617	75556
3117618	68484
3117619	113984
3117620	79612
3117701	79612
3117702	52884
3117703	53456
3117704	45344
3117705	49348
3117706	65416
3117707	52728
3117708	51376
3117709	60944
3117710	68224
3117711	72384
3117712	90376
3117713	95316
3117714	43680
3117715	50232
3117716	51324
3117717	93184
3117719	53196
3117720	92612
3117721	72280
3117801	49660
3117802	47060
3117803	40560
3117804	53300
3117805	35932
3117806	33956
3117807	50232
3117810	52468
3117811	63492
3117812	54288
3117813	37284
3117814	34372
3117815	47944
3117901	37492
3117902	38064
3117903	38272
3117904	42692
3117905	40768
3117906	44564
3117907	35412
3117908	60840
3117909	66768
3117910	50648
3117911	56316
3117912	43316
3117913	38532
3117914	49816
3117915	49348
3117916	48516
3117917	65572
3117918	76076
3117919	65520
3117920	50908
3117921	58500
3117922	65676
3117923	53612
3117924	63232
3118001	66612
3118002	89336
3118003	55380
3118004	65624
3118005	70876
3118006	50856
3118007	58084
3118008	50232
3118009	53612
3118010	46020
3118011	63648
3118012	56836
3118013	43992
3118014	53404
3118015	80184
3118016	84500
3118017	68900
3118018	79612
3118019	79612
3118020	73632
3118021	65884
3118022	82732
3118023	93600
3118024	74724
3118101	46800
3118102	50232
3118103	70460
3118104	66872
3118105	75244
3118106	80600
3118107	65936
3118108	63648
3118109	34632
3118110	56316
3118111	82628
3118201	73112
3118202	66196
3118203	62816
3118204	72072
3118205	74724
3118206	98384
3118207	65624
3118208	69108
3118209	74048
3118210	81224
3118211	81588
3118212	54340
3118213	70460
3118214	57044
3118215	50544
3118216	61360
3118217	83564
3118318	71084
3118339	84448
3118346	53612
3118347	87724
3118348	52468
3118349	60632
3118350	72540
3118351	
3118352	45032
3118353	56316
3118354	45032
3118355	49036
3118356	43680
3118357	73892
3118358	75816
3118359	49764
3118360	104520
3118361	45188
3118362	54340
3118363	87256
3118364	59644
3118365	49556
3118366	67860
3118367	59800
3118368	64012
3118369	107536
3118370	95316
3118371	53092
3118372	56316
3118373	
3118374	61724
3118375	50284
3118376	69628
3118377	71500
3118378	92976
3118379	56992
3118380	89024
3118381	56628
3118382	89076
3118383	68224
3118384	82836
3118385	55224
3118386	88504
3118387	106340
3118388	
3118389	75816
3118390	62244
3118391	50596
3118392	63596
3118393	69004
3118401	66924
3118402	40664
3118403	33436
3118404	53248
3118405	44044
3118406	58500
3118407	63232
3118408	78416
3118409	122356
3118410	69316
3118411	55796
3118412	70772
3118413	62348
3118501	66404
3118502	62504
3118503	44928
3118504	72644
3118505	42276
3118506	45916
3118507	45760
3118508	43732
3118509	43888
3118510	58500
3118511	60632
3118512	63232
3118513	46800
3118514	57408
3118601	40300
3118602	39936
3118603	64532
3118604	50804
3118605	59696
3118606	55224
3118607	52780
3118608	66872
3118609	53508
3118610	50960
3118611	42796
3118612	41444
3118701	40144
3118702	47424
3118703	51064
3118704	42796
3118705	39104
3118706	42172
3118707	42172
3118708	49348
3118709	33332
3118710	40872
3118711	35724
3118712	41236
3118713	45760
3118714	58500
3118715	78572
3118716	70564
3118717	58968
3118718	44200
3118801	51220
3118802	46800
3118803	52416
3118804	48828
3118805	57928
3118806	53976
3118807	50856
3118808	57044
3118809	38480
3118810	45656
3118811	49868
3118812	49816
3118813	61724
3118814	51428
3118901	79612
3118902	82316
3118903	36296
3118904	38272
3118905	40248
3118906	47528
3118907	69212
3118908	58136
3118909	40768
3118910	63804
3118911	51480
3118912	81588
3118913	71500
3118915	46332
3118916	46748
3118917	42380
3118919	59644
3118920	41132
3118921	41392
3118922	45656
3118923	49192
3118924	65832
3118925	69316
3118926	93184
3118927	67340
3118928	53612
3118929	46800
3118930	47424
3118931	47892
3118932	40924
3118933	46800
3118934	39156
3118936	41288
3118937	41392
3118938	36764
3118939	32604
3118940	54444
3118941	57304
3118942	77116
3118943	64532
3118944	56212
3119001	107900
3119002	59176
3119003	64064
3119004	72540
3119005	95056
3119006	76076
3119007	143000
3119008	38480
3119009	122512
3119010	80756
3119011	116532
3119012	135980
3119013	110032
3119014	80600
3119015	106600
3119016	99632
3119017	126516
3119018	147316
3119019	122148
3119020	111800
3119021	106184
3119022	102648
3119023	102856
3119101	72748
3119102	92300
3119103	27820
3119104	28860
3119105	187512
3119106	97500
3119107	87724
3119108	77012
3119109	83824
3119110	92248
3119111	72384
3119112	70200
3119113	66248
3119114	96200
3119115	102648
3119116	91624
3119117	84916
3119118	94224
3119119	114816
3119120	112632
3119121	85748
3119122	139724
3119123	195780
3119124	162500
3119125	37440
3119126	27924
3119203	94432
3119204	65936
3119205	119028
3119206	107432
3119207	119288
3119208	96044
3119209	101192
3119210	101348
3119211	67444
3119212	67184
3119213	79872
3119214	96772
3119215	82108
3119216	109564
3119217	96668
3119218	104780
3119219	78936
3119220	79092
3119221	62348
3119222	73424
3119223	72176
3119224	130676
3119225	91936
3119226	95836
3119227	62192
3119228	76024
3119229	114712
3119230	135772
3119231	123448
3119232	109876
3119233	102440
3119234	110448
3119235	139724
3119236	96408
3120501	56472
3120502	54288
3120503	58812
3120504	47164
3120505	52312
3120506	56732
3120507	44824
3120508	47736
3120509	56472
3120510	49712
3120511	51012
3120512	60632
3120513	48984
3120514	45188
3120515	46800
3120516	
3120517	58500
3120518	61724
3120519	55900
3120601	65988
3120602	79924
3120603	79092
3120604	62504
3120605	46800
3120701	68588
3120702	49192
3120703	53092
3120704	46020
3120705	55900
3120706	42068
3120708	45968
3120709	55536
3120710	63180
3120711	59228
3120712	49348
3120713	66924
3120801	72384
3120802	60944
3120803	59280
3120804	72748
3120805	80964
3120806	87724
3120807	79456
3120808	93184
3120809	116584
3120810	63492
3120811	58500
3120812	66872
3120813	68484
3120814	67028
3120815	110448
3120816	34788
3120817	61724
3120818	60892
3120819	68692
3120820	80288
3120821	104988
3120822	91572
3120823	122148
3120824	99320
3120825	95524
3120901	118924
3120902	120016
3120903	105508
3120904	74048
3120905	74724
3120906	127764
3120907	97500
3120908	114816
3120909	105716
3120910	106756
3120911	93184
3120912	
3120913	
3121001	74516
3121002	65676
3121003	60944
3121004	60840
3121005	67964
3121006	70044
3121007	65416
3121008	74516
3121010	92300
3121011	
3121012	59280
3121013	55484
3121014	61516
3121015	67184
3121016	105248
3121017	92040
3121018	59488
3121020	101296
3121021	80964
3121022	69680
3121023	80288
3121024	80704
3121025	76336
3121026	88348
3121101	46280
3121102	95836
3121103	52520
3121104	39780
3121105	60840
3121106	55900
3121107	50856
3121108	73424
3121109	64220
3121110	67184
3121111	87724
3121112	69836
3121113	68224
3121201	55224
3121202	37544
3121203	32864
3121204	41964
3121205	43316
3121206	53040
3121207	40664
3121208	40872
3121209	37128
3121210	43472
3121301	63804
3121302	60216
3121303	70772
3121304	60216
3121305	101816
3121306	117000
3121308	118664
3121309	45552
3121310	73112
3121311	76440
3121312	61048
3121313	64532
3121314	66820
3121315	61464
3121316	56316
3121318	
3121319	105716
3121320	110968
3121321	126464
3121322	119808
3121401	58500
3121402	59176
3121403	57668
3121404	47892
3121405	42224
3121406	55900
3121407	52416
3121408	58500
3121409	62088
3121410	60944
3121411	63960
3121412	70200
3121413	65624
3121501	94692
3121502	47892
3121503	88660
3121504	123448
3121505	83408
3121506	56212
3121507	29588
3121508	57928
3121509	54444
3121510	54756
3121511	58500
3121512	85124
3121513	83876
3121514	57772
3121515	85696
3121516	53092
3121517	60632
3121601	72228
3121602	34632
3121603	66144
3121604	
3121605	59904
3121606	97500
3121607	66612
3121608	
3121609	55224
3121610	55224
3121611	61724
3121612	50024
3121613	53456
3121614	52728
3121615	69836
3121616	53300
3121617	73632
3121618	79248
3121619	72124
3121620	61724
3121621	79872
3121701	41964
3121702	71500
3121703	48724
3121704	38480
3121705	57980
3121706	50648
3121707	42224
3121708	44408
3121709	44928
3121710	43524
3121801	79872
3121802	67756
3121803	57200
3121804	45240
3121805	92612
3121806	79248
3121807	85072
3121808	65832
3121809	65884
3121810	67184
3121811	60476
3121901	92300
3121902	
3121903	49348
3121904	66924
3121905	57408
3121906	35932
3121907	24648
3121908	58500
3121909	71500
3121910	74360
3121911	79040
3121912	80756
3121913	62348
3121914	70044
3121915	
3121916	75192
3121917	69836
3122001	70876
3122002	67184
3122003	54184
3122004	65520
3122005	73840
3122006	93860
3122007	92456
3122008	84968
3122101	35724
3122201	82056
3122202	68900
3122203	117000
3122204	86112
3122205	62920
3122206	48724
3122207	47424
3122208	78884
3122209	89024
3122210	84500
3122211	106600
3122212	85904
3122213	92404
3122214	92508
3122215	114400
3122216	85748
3122217	78832
3122218	37700
3122219	55900
3122220	47528
3122221	50908
3122222	53144
3122301	58500
3122302	94224
3122303	77064
3122306	92612
3122307	91416
3122308	68588
3122309	65884
3122310	91780
3122311	112008
3122312	92612
3122313	84500
3122316	106288
3122317	98540
3122318	50648
3122319	89076
3122320	30524
3122321	71500
3122322	61932
3122323	42796
3122324	68432
3122325	85748
3122326	52884
3122327	66612
3122328	62088
3122329	37856
3122330	32708
3122331	36712
3122332	46800
3122333	94224
3122334	61724
3122335	87724
3122336	58500
3122337	77636
3122338	69992
3122339	47944
3122340	70356
3122341	65364
3122342	86840
3122343	85904
3122344	95316
3122345	88608
3122346	58500
3122347	61724
3122401	77376
3122402	100256
3122403	93964
3122404	77012
3122405	112008
3122406	94224
3122407	88608
3122408	93444
3122409	158132
3122410	100516
3122411	85384
3122412	110500
3122413	73268
3122414	95524
3122415	100724
3122416	91884
3122417	60840
3122418	73892
3122419	62192
3122420	92092
3122501	57772
3122502	82628
3122503	117000
3122504	98904
3122505	75244
3122506	79300
3122507	
3122508	109044
3122509	92404
3122510	57772
3122511	32500
3122512	79768
3122513	61412
3122514	74828
3122515	63232
3122516	61568
3122517	61412
3122519	76648
3122520	66768
3122521	62244
3122522	68692
3122523	55224
3122524	87724
3122525	77636
3122601	93444
3122602	54600
3122603	87048
3122604	81224
3122605	76440
3122606	91936
3122607	75816
3122608	74152
3122609	75816
3122610	71500
3122611	87724
3122612	106444
3122613	96772
3122614	42640
3122615	77116
3122616	82056
3122617	
3122618	71968
